;key;source;famer_brand_list;famer_model_list;famer_product_name;digital zoom;optical zoom;weight;sensor type;dimensions;optical sensor resolution in megapixel;other resolution;weight without battery;weight;weight_with_battery;weight_without_battery
10635;5f3ba61e3fd5b671b2200643;www.price-hunt.com;ricoh;wg4;ricohwg4;7.2x;4x;229 g (with Battery and SD Card);CMOS;) x 32 (d) mm\, 125 (w) x 64.5 (h;16 Megapixels;;209.0;229 g (with Battery and SD Card);229;
10636;5f3ba61e3fd5b671b2200644;www.price-hunt.com;pentax;efina;pentaxefinapoint;5x;5x;108 g?;CCD;;14 Megapixels;;;108 g?;108;
10637;5f3ba61e3fd5b671b2200649;www.price-hunt.com;canon;ixus132;canonixus132;4x;8x;117 g (Body Only)\, 133 g (with Battery and Meomry Card);CCD;92.9 (w) x 52.4 (h) x 21.6 (d) mm;16.0 Megapixels;640 x 360 (s)\, 3 Fps\, Miniature Effect (l) 6 Fps\, 1\:1 Aspect Ratio 3456 x 3456 (l)\, 2.5 Fps\, 1.25 Fps\, 3264 x 1832 (M1)\, 1200 x 1200 (M2)\, Movies\: (HD) 1280 x 720\, 3264 x 2176 (M1)\, 16\:9 Aspect Ratio 4608 x 2592 (l)\, Resize in Playback (m2\, s\, Xs)\, 640 x 424 (s)\, 640 x 480 (s)\, 3\:2 Aspect Ratio 4608 x 3072 (l)\, 1920 x 1080 (M2)\, 25 Fps\, 1.5 Fps\, Miniature Effect (HD) 5 Fps\, Image Size\: 4\:3 Aspect Ratio 3264 x 2448 (M1)\, 480 x 480 (s)\, 640 x 480 (l)\, 1600 x 1200 (M2)\, 30 Fps\, 2448 x 2448 (M1)\, 1600 x 1064 (m2);;117 g (Body Only)\, 133 g (with Battery and Meomry Card);133;117
10638;5f3ba61e3fd5b671b220064f;www.price-hunt.com;sony;5100l;sonyilce5100l;4x;;283 g (with Battery and Memory Stick pro Duo);Exmor CMOS;109.6 (w) x 62.8 (h) x 35.7 (d) mm;24.3 Megapixels;1920 x 1080 (25 Fps\, 24 m\, fx\, 24p\, 24m\, fx) 24 Mbps (Maximum Bit-Rate)\, vga (640 x 480 at 30 fps / 25 Fps) 3 Mbps (Average Bit-Rate)\, Movie Recording System (Avchd)\: 1920 x 1080 (60 Fps\, 28 m\, ps\, 50 Fps\, 28 m\, ps) 28 Mbps (Maximum Bit-Rate)\, 1920 x 1080 (60i\, 17 m\, fh\, 50i\, 17 m\, fh) 17 Mbps (Average Bit-Rate)\, 1920 x 1080 (60i\, 24 m\, fx\, 50i\, 24 m\, fx) 24 Mbps (Maximum Bit-Rate)\, 1920 x 1080 (25 Fps\, 17 m\, fh\, 24 Fps\, 17 m\, fh) 17 Mbps (Average Bit-Rate)\, Movie Recording System (Avc\, MP4)\: 1440 x 1080 at 30 fps / 25 fps 12 Mbps (Average Bit-Rate)\, Movie Recording System (Xavc s)\: 1920 x 1080 (60 Fps\, 50 m\, 50 Fps\, 50 m\, 30 Fps\, 50 m\, 25 Fps\, 50 m\, 24 Fps\, 50 m) 50 Mbps (Average Bit-Rate);224.0;283 g (with Battery and Memory Stick pro Duo);283;
10639;5f3ba61e3fd5b671b2200651;www.price-hunt.com;canon;a2400;canonpowershota2400;4x;5x;110 g (Camera Body Only)\, 126 g (with Battery and Memory Card);CCD;94.4 (w) x 54.2 (h\, ) x 20.1 (d) mm;16.0 Megapixels;;;110 g (Camera Body Only)\, 126 g (with Battery and Memory Card);126;110
10640;5f3ba61e3fd5b671b2200666;www.price-hunt.com;nikon;d800e;nikond800e;;;900 g (Without Body Cap)\, 1000 g (with Battery and SD Memory Card);CMOS;146 (w) x 123 (h) x 81.5 (d) mm;36.3 Megapixels;;;900 g (Without Body Cap)\, 1000 g (with Battery and SD Memory Card);1000;900
10641;5f3ba61e3fd5b671b220069a;www.price-hunt.com;canon;sx50;canonpowershotsx50;4x;50x;551 g (Camera Body Only)\, 595 g (with Battery and Memory Card);CMOS;) x 105.5 (d) mm\, 122.5 (w) x 87.3 (h;12.1 Megapixels;640 x 480 (Small)\, 4000 x 3000 (Raw)\, 2816 x 2112 (Medium 1)\, 1600 x 1200 (Medium 2);;551 g (Camera Body Only)\, 595 g (with Battery and Memory Card);595;551
12383;5f3ba61e3fd5b671b2200554;www.price-hunt.com;gopro;hero3;goprohero3;;;136 g (Camera with Housing);;;;Field of View (Fov)\: Medium (1920 x 1080)\, Ultra Wide (1280 x 960\, 1280 x 720\, 848 x 480);74;136 g (Camera with Housing);136;
12384;5f3ba61e3fd5b671b220055a;www.price-hunt.com;nikon;s32;nikoncoolpixs32;4x;3x;175 g (with Battery and SD Memory Card);CMOS;) x 40.4 (d) mm\, 107.6 (w) x 66.1 (h;13.2 Megapixels;)\: 1920 x 1080 (16\:9) at 30 Fps\, ) at 15 Fps\, Small (Old-Fashioned)\: 640 x 480 (4\:3\, Small (640)\: 640 x 480 (4\:3\, Large (1080 fps (Default Setting)\, ) at 30 fps;;175 g (with Battery and SD Memory Card);175;
12385;5f3ba61e3fd5b671b2200560;www.price-hunt.com;fujifilm;hs50exr;fujifilmfinepixhs50exr;2x;42x;808 g (with Battery and Memory Card)\, 758 g (Without Battery and Memory Card);Exr CMOS;134.9 (w) x 101.3 (h) x 145.9 (d) mm;16 Megapixels;1280 x 720 (60 Fps)\, (Small\: 4\:3 Aspect Ratio 2304 x 1728\, 3\:2 Aspect Ratio 2304 x 1536\, 16\:9 Aspect Ratio 1920 x 1080\, 1\:1 Aspect Ratio 1728 x 1728)\, (Medium\: 4\:3 Aspect Ratio 3264 x 2448\, 3\:2 Aspect Ratio 3264 x 2176\, 16\:9 Aspect Ratio 3264 x 1840\, 1\:1 Aspect Ratio 2432 x 2432)\, 640 x 480 (30 Fps)\, Still Image\: (Large\: 4\:3 Aspect Ratio 4608 x 3456\, 3\:2 Aspect Ratio 4608 x 3072\, 16\:9 Aspect Ratio 4608 x 2592\, 1\:1 Aspect Ratio 3456 x 3456)\, Movie Recording\: 1920 x 1080;;808 g (with Battery and Memory Card)\, 758 g (Without Battery and Memory Card);808;758
12386;5f3ba61e3fd5b671b220058d;www.price-hunt.com;canon;5d;canoneos5d;;;950 g (with Cipa Guidelines)\, 860 g (Camera Body Only);CMOS;152 (w) x 116.4 (h) x 76.4 (d) mm;22.30 Megapixels;M-Raw\: 3960 x 2640 (10.50 m)\, 720 x 480 (3.5 m)\, s-Raw\: 2880 x 1920 (5.50 m)\, Still Image\: 3840 x 2560 (9.80 m)\, 2880 x 1920 (5.50 m)\, 1920 x 1280 (2.50 m)\, Raw\: 5760 x 3840 (22.10 m);;950 g (with Cipa Guidelines)\, 860 g (Camera Body Only);950;860
12387;5f3ba61e3fd5b671b2200595;www.price-hunt.com;canon;sx510;canonpowershotsx510;;30x;;CMOS;104 (w) x 69.5 (h) x 80.2 (d) mm;12.1 Megapixels;;349;;;
12388;5f3ba61e3fd5b671b220059f;www.price-hunt.com;olympus;m1;olympusomdem1;;;497 g (Cipa Guideline Compliant\, with Bln-1 Battery\, Memory Card);Mos;130.4 (w) x 93.5 (h) x 63.1 (d) mm;16.3 Megapixels;;443;497 g (Cipa Guideline Compliant\, with Bln-1 Battery\, Memory Card);497;
12389;5f3ba61e3fd5b671b22005ac;www.price-hunt.com;pentax;k30;pentaxk30;;;589.67 g (Without Battery and Removable Memory)\, 649.20 g (Loaded and Ready);CMOS;129.54 (w) x 96.52 (h) x 71.12 (d) mm;16.3 Megapixels;;;589.67 g (Without Battery and Removable Memory)\, 649.20 g (Loaded and Ready);650;590
12390;5f3ba61e3fd5b671b22005b9;www.price-hunt.com;sony;as30v;sonyhdras30v;;;65 g (Main Unit Only)\, 90 g (Total);Exr CMOS;24.5 (w) x 47 (h) x 82 (d) mm;11.9 Megapixels;;;65 g (Main Unit Only)\, 90 g (Total);90;65
12391;5f3ba61e3fd5b671b22005c0;www.price-hunt.com;kodak;fz51;kodakpixprofz51;6x;5x;106 g;CCD;;16 Megapixels;;;106 g;106;
12392;5f3ba61e3fd5b671b22005c7;www.price-hunt.com;panasonic;sdt750;panasonicsdt750;;12x;375 g (Body Only);Mos;66 (w) x 69 (h) x 138 (d) mm;9.15 Megapixels;;;375 g (Body Only);;375
12393;5f3ba61e3fd5b671b22005cc;www.price-hunt.com;rollei;sl62;rolleisportslinesl62;8x (8x Playback Zoom);;112 g (Without Battery and Memory Card);CMOS;) x 23.5 (d) mm\, 97.5 (w) x 61.5 (h;10 Megapixels;320 x 240 (QVGA)\, 640 x 480 (Vga)\, 1280 720 (720p\, 30 Fps)\, 2048 x 1536 (3 m)\, 2592 x 1944 (5 m);;112 g (Without Battery and Memory Card);;112
12394;5f3ba61e3fd5b671b22005cd;www.price-hunt.com;sony;vg30eh;sonynexvg30eh;;;1520 g (with Lens Hood and Lens Cover);Exr CMOS;91 (w) x 130 (h) x 223 (d) mm;16.1 Megapixels;;650 (Without Tape and Battery);1520 g (with Lens Hood and Lens Cover);1520;
12395;5f3ba61e3fd5b671b22005f6;www.price-hunt.com;canon;ixus140;canonpowershotixus140;4x;8x;133 g (with Battery and SD Meomry Card);CCD;) x 20.6 (d) mm\, 95.4 (w) x 56 (h;16.0 Megapixels;16\:9 Aspect Ratio\: 4608 x 2592 (l)\, 25 Fps\, Resize in Playback (m2\, s\, Xs)\, 640 x 424 (s)\, 3 Fps\, Miniature Effect (HD) 5 Fps\, 2.5 Fps\, 640 x 480 (s)\, 30 Fps\, 1600 x 1064 (M2)\, 1600 x 1200 (M2)\, (l) 640 x 480\, 480 x 480 (s)\, 1920 x 1080 (M2)\, 3\:2 Aspect Ratio\: 4608 x 3072 (l)\, Image Size\: 4\:3 Aspect Ratio 3264 x 2448 (M1)\, 2448 x 2448 (M1)\, 1\:1 Aspect Ratio\: 3456 x 3456 (l)\, 3264 x 1832 (M1)\, 1.25 Fps\, 3264 x 2176 (M1)\, 1200 x 1200 (M2)\, Movies\: (HD) 1280 x 720\, 640 x 360 (s)\, Miniature Effect (l) 6 Fps\, 1.5 fps;;133 g (with Battery and SD Meomry Card);133;
12396;5f3ba61e3fd5b671b2200603;www.price-hunt.com;sony;w210;sonycybershotdscw210;8x;4x;117;CCD;;12.1 mp;;;117;117;
12397;5f3ba61e3fd5b671b2200616;www.price-hunt.com;garmin;virb hd\,virbhd;garminvirbbasic;;;177.4 g (with Battery);CMOS;53 (w) x 32 (h) x 111 (d);16 Megapixels;WVGA (Slow Motion)\: 848 480 at 120 Fps\, 720p (1280 x 720) at 30 fps / 60 Fps\, 8 m (3264 x 2448)\, 12 m (4664 x 2632)\, 960p (1280 x 960) at 48 Fps\, HD Video\: 1080p (1920 x 1080) at 30 Fps\, Still Photo Resolution\: 16 m (4664 x 3496);135.7;177.4 g (with Battery);178;
12398;5f3ba61e3fd5b671b2200619;www.price-hunt.com;sony;wx350;sonydscwx350;204x;20x;164 g (with Battery and Memory Stick);Exmor r CMOS;96 (w) x 54.9 (h\, ) x 25.7 (d) mm;18.2 Megapixels;;137;164 g (with Battery and Memory Stick);164;
12399;5f3ba61e3fd5b671b220061e;www.price-hunt.com;canon;1200d;canoneos1200d;;;480 g (Cipa Guidelines);CMOS;5.10 (w) x 3.93 (h) x 3.07 (d) Inch;18 Megapixels;HD 1280 x 720 at (60 Fps\, 50 Fps)\, SD 640 x 480 at (30 Fps\, 25 Fps)\, File Size)\, File Size (1920 x 1080 at (30 Fps\, 25 Fps\, 24 Fps) 330 MB/min\, Recording Size and Frame Rate (Full HD 1920 x 1080 at (30 Fps\, 25 Fps\, 24 Fps)\, 1280 x 720 at (60 Fps\, 50 Fps) 330 MB/min\, 640 x 480 at (30 Fps\, 25 Fps) 82.5 MB/min;435;480 g (Cipa Guidelines);480;
12400;5f3ba61e3fd5b671b220062a;www.price-hunt.com;panasonic;gh3h;panasonicdmcgh3h;2x\, 4x;;1010 g (SD Card\, Battery\, h-Fs014140 Lens)\, 550 g (SD Card\, Battery\, Body);Mos;132.9 (w) x 93.4 (h) x 82.0 (d) mm;16.05 Megapixels;;470;1010 g (SD Card\, Battery\, h-Fs014140 Lens)\, 550 g (SD Card\, Battery\, Body);550;
12401;5f3ba61e3fd5b671b220062e;www.price-hunt.com;sony;5000l;sonyilce5000l;4x;;269 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;109.6 (w) x 62.8 (h) x 35.7 (d) mm;20.1 Megapixels;;210;269 g (with Battery and Memory Stick pro Duo);269;
12402;5f3ba61e3fd5b671b220063d;www.price-hunt.com;sony;6000l;sonyilce6000l;4x;;344 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;120 (w) x 66.9 (h) x 45.1 (d) mm;24.3 Megapixels;;285;344 g (with Battery and Memory Stick pro Duo);344;
12403;5f3ba61e3fd5b671b2200645;www.price-hunt.com;sony;wx50;sonycybershotdscwx50;20x;5x;117 g (with Battery and Memory Stick)\, 101 g (Camera Body Only);Exr CMOS;92.2 (w) x 52.0 (h\, ) x 19.1 (d) mm;16.2 Megapixels;640 x 480\, 3648 x 2736\, 4608 x 2592\, 2592 x 1944\, 1920 x 1080;;117 g (with Battery and Memory Stick)\, 101 g (Camera Body Only);117;101
12404;5f3ba61e3fd5b671b220064c;www.price-hunt.com;fujifilm;f1;fujifilmxf1;2x;4x;225 g (with Battery and Memory Card)\, 204 g (Without Battery and Memory Card);Exr CMOS;107.9 (w) x 61.5 (h\, ) x 33.0 (d) mm;12 Megapixels;Movie\: 1280 x 720 Pixels\, 2992 x 2992 (1\:1)\, 1920 x 1080 (16\:9)\, Medium\: 2816 x 2112 (4\:3)\, Large\: 4000 x 2664 (3\:2)\, 2048 x 1360 (3\:2)\, 2816 x 1584 (16\:9)\, 2112 x 2112 (1\:1)\, 640 x 480 Pixels (30 Fps)\, 2816 x 1864 (3\:2)\, 1536 x 1536 (1\:1)\, 4000 x 2248 (16\:9)\, Small\: 2048 x 1536 (4\:3);;225 g (with Battery and Memory Card)\, 204 g (Without Battery and Memory Card);225;204
12405;5f3ba61e3fd5b671b2200650;www.price-hunt.com;nikon;l810;nikoncoolpixl810;4x;26x;430 g (with Battery and SD Memory Card);CCD;111.1 (w) x 76.3 (h) x 83.1 (d) mm;16.1 Megapixels;;;430 g (with Battery and SD Memory Card);430;
12406;5f3ba61e3fd5b671b2200652;www.price-hunt.com;kodak;az251;kodakpixproaz251;4x;25x;354 g;CCD;;16 Megapixels;;;354 g;345;
12407;5f3ba61e3fd5b671b2200653;www.price-hunt.com;sony;w510;sonycybershotdscw510;8x;4x;103 g;CCD;) x 19.9 (d) mm\, 96.0 (w) x 54.0 (h;12.1 Megapixels;;;103 g;103;
12408;5f3ba61e3fd5b671b2200664;www.price-hunt.com;sony;cx220e;sonyhdrcx220e;320x;27x;178 g (Without Tape and Battery);Exr CMOS;52.5 (w) x 57 (h) x 117 (d) mm;8.9 Megapixels;Movie Resolution HD\: 1920 x 1080 / 50i(fx\, Fh)\, 1440 x 1080 / 50i (hq\, Lp)\, Std\: 720 x 576 / 50i;;178 g (Without Tape and Battery);;178
12409;5f3ba61e3fd5b671b2200675;www.price-hunt.com;pentax;wg iii\,wgiii;pentaxwgiii;7.2x;4x;229.63 g;CMOS;124.46 (w) x 63.5 (h\, ) x 33.02 (d) mm;16 Megapixels;;209.78;229.63 g;230;
12410;5f3ba61e3fd5b671b220067b;www.price-hunt.com;nikon;l310;nikoncoolpixl310;4x;21x;435 g (with Battery and SD Memory Card);CCD;) x 78.4 (d) mm\, 109.9 (w) x 76.5 (h;14.1 Megapixels;;;435 g (with Battery and SD Memory Card);435;
12411;5f3ba61e3fd5b671b220067f;www.price-hunt.com;panasonic;tm900;panasonichdctm900;;12 x;395 g;Mos;66 (w) x 72 (h) x 146 (d) mm;7.59 Megapixels;;;395 g;395;
12412;5f3ba61e3fd5b671b2200683;www.price-hunt.com;canon;a2300;canonpowershota2300;4x;5x;109 g (Camera Body Only)\, 125 g (with Battery and Memory Card);CCD;) x 20.1 (d) mm\, 94.4 (w) x 54.2 (h;16.0 Megapixels;;;109 g (Camera Body Only)\, 125 g (with Battery and Memory Card);125;109
12413;5f3ba61e3fd5b671b220068c;www.price-hunt.com;sony;h400;sonydsch400;500x;63x;655 g (with Battery and Memory Stick);Had CCD;) x 122.3 (d) mm\, 129.6 (w) x 95 (h;20.1 Megapixels;;628;655 g (with Battery and Memory Stick);655;
12414;5f3ba61e3fd5b671b2200695;www.price-hunt.com;samsung;c20;samsungsmxc20;1\, 200x;10x;145 g (Without Battery);CCD;35.2 (w) x 56.2 (h) x 109.0 (d) mm;;;;145 g (Without Battery);;145
14172;5f3ba61e3fd5b671b220055c;www.price-hunt.com;garmin;virb elite\,virbelite;garminvirbelite;;;177.4 g (with Battery);CMOS;53 (w) x 32 (h) x 111 (d);16 Megapixels;HD Video\: 1080p (1920 x 1080) at 30 Fps\, WVGA (Slow Motion)\: 854 x 480 at 120 Fps\, 960p (1280 x 960) at 30 fps / 60 fps / 48 Fps\, 8 m (3264 x 2448)\, Still Photo Resolution\: 16 m (4664 x 3496)\, 720p (1280 x 720) at 30 fps / 60 Fps\, 12 m (4664 x 2632);135.7;177.4 g (with Battery);177;
14173;5f3ba61e3fd5b671b220055d;www.price-hunt.com;panasonic;gh3;panasoniclumixgh3;4x;;470 g (Body Only)\, 550 g (with SD Card\, Battery\, Body)\, 1010 g (with SD Card\, Battery\, h-Fs014140 Lens);Mos;132.9 (w) x 93.4 (h) x 82 (d) mm;16.05 Megapixels;4\:3 Aspect Ratio\: 3264 x 2448 (Medium)\, 2336 x 1752 (Small)\, 1824 x 1368 (with 3d Lens in Micro Four Thirds System Standard)\, 3\:2 Aspect Ratio\: 4608 x 3072 (Large)\, 3264 x 2176 (Medium)\, 2336 x 1560 (Small)\, 1824 x 1216 (with 3d Lens in Micro Four Thirds System Standard)\, 16\:9 Aspect Ratio\: 4608 x 2592 (Large)\, 3264 x 1840 (Medium)\, 1920 x 1080 (Small)\, 1824 x 1024 (with 3d Lens in Micro Four Thirds System Standard)\, 1\:1 Aspect Ratio\: 3456 x 3456 (Larege)\, 2448 x 2448 (Medium)\, 1744 x 1744 (Small)\, 1712 x 1712 (with 3d Lens in Micro Four Thirds System Standard);;470 g (Body Only)\, 550 g (with SD Card\, Battery\, Body)\, 1010 g (with SD Card\, Battery\, h-Fs014140 Lens);550;470
14174;5f3ba61e3fd5b671b220056a;www.price-hunt.com;fujifilm;jx420;fujifilmfinepixjx420;7.2x;5x;124 g (with Accessory\, Battery and Memory Card)\, 107 g (Without Accessory\, Battery and Memory Card);CCD;95.2 (w) x 57.2 (h\, ) x 24.3 (d) mm;16.0 Megapixels;Large\: 4608 x 3072 (3\:2)\, 4608 x 2592 (16\:9)\, Medium\: 3264 x 2448 (4\:3)\, Small\: 2304 x 1728 (4\:3)\, 3072 x 1728 (16\:9)\, 1920 x 1080 (16\:9);;124 g (with Accessory\, Battery and Memory Card)\, 107 g (Without Accessory\, Battery and Memory Card);124;107
14175;5f3ba61e3fd5b671b2200576;www.price-hunt.com;sony;w800;sonycybershotdscw800;13x;5x;125 g (with Battery and Memory Stick);Had CCD;96.8 (w) x 55.5 (h\, ) x 20.8 (d) mm;20.1 Megapixels;;109.0;125 g (with Battery and Memory Stick);125;
14176;5f3ba61e3fd5b671b220057d;www.price-hunt.com;sony;3500jy;sonyilce3500jy;;;411 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;128 (w) x 90.9 (h) x 84.5 (d) mm;20.1 Megapixels;;353.0;411 g (with Battery and Memory Stick pro Duo);411;
14177;5f3ba61e3fd5b671b2200586;www.price-hunt.com;sony;w610;sonycybershotdscw610;8x;4x;113 g (with Battery and Memory Stick)\, 97 g (Body Only);Super had CCD;92.9 (w) x 52.4 (h\, ) x 19.3 (d) mm;14.1 Megapixels;;;113 g (with Battery and Memory Stick)\, 97 g (Body Only);113;
14178;5f3ba61e3fd5b671b2200588;www.price-hunt.com;fujifilm;ax300;fujifilmfinepixax300;6.7x;5x;168 g;CCD;) x 27.8 (d) mm\, 93 (w) x 60.2 (h;14 Megapixels;;;168 g;168;
14179;5f3ba61e3fd5b671b2200593;www.price-hunt.com;sony;rx10;sonydscrx10;15x;8.3x;813 g (with Battery and Memory Stick);Exmor r CMOS;129 (w) x 88.1 (h\, ) x 102.2 (d) mm;20.2 Megapixels;;755.0;813 g (with Battery and Memory Stick);813;
14180;5f3ba61e3fd5b671b22005a2;www.price-hunt.com;sony;nex7;sonynex7;;;291 g (Without Battery and Media);HD CMOS;119.9 (w) x 66.9 (h) x 42.8 (d) mm;24.3 Megapixels;Still Image Size (16\:9)\: 6000 x 3376 (20 m)\, 4240 x 2400 (10 m)\, 3008 x 1688 (5.1 m)\, Still Image Size (3\:2)\: 4240 x 2832 (12 m)\, 3008 x 2000 (6 m)\, Panorama Still Image\: 12416 x 1856 (23 m)\, 8192 x 1856 (15 m)\, 2160 x 5536 (12 m)\, 2160 x 3872 (8.4 m) \, 7152 x 1080 (7.7 m) \, 4912 x 1080 (5.3 m)\, 1920 x 1080 (2.1 m);;291 g (Without Battery and Media);;291
14181;5f3ba61e3fd5b671b22005a9;www.price-hunt.com;panasonic;x920mgc;panasonichcx920mgc;;12x;419 g (Without Battery and SD Card);Mos;73 (w) x 59 (h)\, 82 (d) mm;8.49 Megapixels;;;419 g (Without Battery and SD Card);;419
14182;5f3ba61e3fd5b671b22005ba;www.price-hunt.com;sony;3500jy;sonyilce3500jy;;;411 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;) x 84.5 (d) mm\, 128 (w) x 90.9 (h;20.1 Megapixels;;353.0;411 g (with Battery and Memory Stick pro Duo);411;
14183;5f3ba61e3fd5b671b22005bc;www.price-hunt.com;nikon;s9700;nikoncoolpixs9700;4x;30x;232 g;CMOS;) x 34.5 (d) mm\, 109.6 (w) x 63.5 (h;16 Megapixels;Iframe\: 1280 x 720 (16\:9) at 720/25 Fps\, 640 x 480 (4\:3) at 480/30 Fps\, HS 240/8x\: 320 x 240 (4\:3)\, HS 480/4x\: 640 x 480 (4\:3)\, 1080/25 fps (Default Setting)\: 1920 x 1080 (16\:9\, )\, )\: 1920 x 1080 (16\:9)\, 1280 x 720 (16\:9) at 720/25 Fps\, 1280 x 720 (16\:9) at 720/30 Fps\, 1080/50i\: 1920 x 1080 (16\:9)\, Iframe\: 1280 x 720 (16\:9) at 720/30 Fps\, 640 x 480 (4\:3) at 480/25 Fps\, HS 720/2x\: 1280 x 720 (16\:9)\, Movie (1080/30 fps (Default Setting)\, 1080/60i\: 1920 x 1080 (16\:9)\, )\, HS 1080/0.5x\: 1920 x 1080 (16\:9);;232 g;232;
14184;5f3ba61e3fd5b671b22005c8;www.price-hunt.com;canon;g1;canonpowershotg1;4x;4x;492 g (Camera Body)\, 534 g (Including Battery and Memory Card);CMOS;) x 64.7 (d) mm\, 116.7 (w) x 80.5 (h;14.3 Megapixels;;;492 g (Camera Body)\, 534 g (Including Battery and Memory Card);534;492
14185;5f3ba61e3fd5b671b22005d5;www.price-hunt.com;panasonic;v210;panasonichcv210;;38x;184 g (Without Battery and SD Card);Mos;53 (w) x 60 (h) x 114 (d) mm;10 Megapixels;Recording / Playback Mode\: ha (17 Mbps / Vbr)\, (1920 x 1080) hg (13 Mbps / Vbr)\, (1920 x 1080) he (5 Mbps / Vbr)\, (1920 x 1080) Iframe (28 Mbps / Vbr)\, (960 x 540) MP4 (1.5 Mbps / Vbr)\, (640 x 360)\, Image Size\: 16\:9 Aspect Ratio 4224 x 2376 (8.9 m)\, 1920 x 1080 (2.1 m);;184 g (Without Battery and SD Card);;184
14186;5f3ba61e3fd5b671b22005d8;www.price-hunt.com;sony;qx10;sonydscqx10;;10x;105 g (with Battery and Memory Stick)\, 165 g (Main Unit);Exr CMOS;;18.0 Megapixels;Still Image Size 16\:9\: 1920 x 1080 (2 m) Small\, 4\:3\: 4896 x 3672 (18 m) Large\, Small 2592 x 1944 (5 m)\, Video Mode\: MP4\: 1440 x 1080\, 30 fps (12 m);;105 g (with Battery and Memory Stick)\, 165 g (Main Unit);105;
14187;5f3ba61e3fd5b671b22005dc;www.price-hunt.com;nikon;s3000;nikons3000;4x;4x;116 g;;94.3 (w) x 55.9 (h) x 19.0 (d) mm;12 Megapixels;;;116 g;116;
14188;5f3ba61e3fd5b671b22005e0;www.price-hunt.com;olympus;vg160;olympusvg160;4x;5x;125 g (with Battery and Memory Card);CCD;) x 19.3 (d) mm\, 96 (w) x 56.5 (h;14 Megapixels;640 x 480\, 1600 x 1200\, 1280 x 960\, 2560 x 1920\, 3264 x 2448\, 2048 x 1536;;125 g (with Battery and Memory Card);125;
14189;5f3ba61e3fd5b671b22005e1;www.price-hunt.com;canon;a810;canonpowershota810;4x;5x;126 g (Camera Body Only)\, 174 g (Including Battery and Memory Card);CCD;) x 29.8 (d) mm\, 94.7 (w) x 61.3 (h;16.0 Megapixels;1600 x 1200 (m 2)\, 640 x 480 (s)\, 3264 x 2448 (m 1)\, 4608 x 2592 (Widescreen);;126 g (Camera Body Only)\, 174 g (Including Battery and Memory Card);174;126
14190;5f3ba61e3fd5b671b220060a;www.price-hunt.com;yourdeal;sj4000;yourdealsj4000;4x;;100;CMOS;;12 mp;;;100;100;
14191;5f3ba61e3fd5b671b2200614;www.price-hunt.com;yourdeal;sj4000;yourdealsj4000;4x;;100;CMOS;;12 mp;;;100;100;
14192;5f3ba61e3fd5b671b220061c;www.price-hunt.com;sony;a58y;sonyalphaslta58y;;;492 g;CCD;128.6 (w) x 95.5 (h) x 77.7 (d) mm;20.1 Megapixels;;;492 g;492;
14193;5f3ba61e3fd5b671b2200640;www.price-hunt.com;fujifilm;instax210;fujifilminstax210;;;610 g (Without Batteries\, Strap\, Film Pack and Close up Lens);;178.5 (w) x 117.5 (h) x 94.5 (d) mm;;;;610 g (Without Batteries\, Strap\, Film Pack and Close up Lens);;610
14194;5f3ba61e3fd5b671b220064d;www.price-hunt.com;nikon;s3600;nikoncoolpixs3600;4x;8x;125 g (with Battery and SD Memory Card);CCD;) x 19.9 (d) mm\, 97.1 (w) x 57.9 (h;20.1 Megapixels;)\, (720/25 Fps\: 1280 x 720 (16\:9)\, Movie (720/30 Fps\: 1280 x 720 (16\:9)\, (240/30 Fps\: 320 x 240 (4\:3)\, )\, (240/25 Fps\: 320 x 240 (4\:3)\, )\, (480/25 Fps\: 640 x 480 (4\:3)\, )\, (480/30 Fps\: 640 x 480 (4\:3)\, )\, );;125 g (with Battery and SD Memory Card);125;
14195;5f3ba61e3fd5b671b220066a;www.price-hunt.com;panasonic;v130;panasonichcv130;100x / 2500x (the Maximum Value of Zoom Magnification);38x;181 g (Without Battery and SD Card);Bsi mos;53 (w) x 60 (h) x 114 (d) mm;2.12 Megapixels;;;181 g (Without Battery and SD Card);;181
14196;5f3ba61e3fd5b671b2200699;www.price-hunt.com;olympus;vr310;olympusvr310;4x;10x;158 g;CCD;) x 28.5 (d) mm\, 100.6 (w) x 58.2 (h;14 Megapixels;;;158 g;158;
15896;5f3ba61e3fd5b671b220055e;www.price-hunt.com;sony;sd1000e;sonydcrsd1000e;160x;12x;2700 g (with Lens Hood and eye Cap);Exr CMOS;255 (w) x 232 (h) x 456 (d) mm;;;;2700 g (with Lens Hood and eye Cap);2700;
