key,key,source,famer_model_list,famer_model_no_list,famer_mpn_list,famer_ean_list,famer_product_name,famer_digital_zoom,famer_optical_zoom,famer_width,famer_height,famer_weight,famer_sensor,famer_brand_list
5f3ba61e3fd5b671b220094c,5f3ba61e3fd5b671b220094c,www.buzzillions.com,"slice lcd\,slicelcd\,slice picture\,slicepicture",,,,kodakslicelcdlcdslicepicture,5.0,5.0,,,,,kodak
5f3ba61e3fd5b671b220094f,5f3ba61e3fd5b671b220094f,www.buzzillions.com,dslra900,900,,,sonydslra900,,,,,,,sony
5f3ba61f3fd5b671b2200959,5f3ba61f3fd5b671b2200959,www.buzzillions.com,t4i,4,"253346 black\,cant4ibody",cant4ibody,canoneosrebelt4icant4ibody,,,,,,CMOS,canon
5f3ba61f3fd5b671b220096b,5f3ba61f3fd5b671b220096b,www.buzzillions.com,s3300,3300,"""211179""\,""211180""\,""211186""\,""211187""\,""211188""\,""211189""\,""211191""\,""211192""\,""211193""\,""211194""\,""211195""\,""238935""\,""238936""\,""238951""\,""250793""\,""182155""\,""211170""\,""211178""\,""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26301""\,""26311""\,""26681""\,""26770""\,""26851""\,""26691""\,""26211""\,""22021""\,""26601""\,""26611""\,""98201""\,""cps3300slvtru""","""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26301""\,""26311""\,""26681""\,""26770""\,""26851""\,""26691""\,""26211""",nikoncoolpixs33000182082631582203123241232512331123312234612358124301243112620126211263012631126681266912677026851,4.0,181866.0,,,,"[""CCD""\,""CMOS""]",nikon
5f3ba61f3fd5b671b2200981,5f3ba61f3fd5b671b2200981,www.buzzillions.com,dmcg6,6,,,panasoniclumixdmcg6,,,,,,,panasonic
5f3ba61f3fd5b671b2200999,5f3ba61f3fd5b671b2200999,www.buzzillions.com,d600,600,,,nikond600d600d600,,,,,,CMOS,nikon
5f3ba61f3fd5b671b220099e,5f3ba61f3fd5b671b220099e,www.buzzillions.com,concepts,,"""59384-tru""\,""56384-tru""",,sakardigitalconcepts,,,,,,,sakar
5f3ba61f3fd5b671b22009a2,5f3ba61f3fd5b671b22009a2,www.buzzillions.com,dmcfp1s,1,,,panasoniclumixdmcfp1sdmcfp1sdmcfp1s,4.0,4.0,,,0.31,,panasonic
5f3ba61f3fd5b671b22009c7,5f3ba61f3fd5b671b22009c7,www.buzzillions.com,a30,30,"174921\,19211",19211,pentaxoptioa3019211,,,,,,,pentax
5f3ba61f3fd5b671b22009dc,5f3ba61f3fd5b671b22009dc,www.buzzillions.com,sd990,990,"147894 black\,canpssd990",canpssd990,canonpowershotsd990canpssd990sd990sd990,44.0,3.7,,,,,canon
5f3ba61f3fd5b671b22009e3,5f3ba61f3fd5b671b22009e3,www.buzzillions.com,"and the\,andthe",,"""208313 brown""\,""78123""\,""canps500hs""\,""uni20714dd""","""canps500hs""\,""uni20714dd""",josephandthecanps500hsuni20714dd,44.0,,,,,,joseph
5f3ba61f3fd5b671b22009e5,5f3ba61f3fd5b671b22009e5,www.buzzillions.com,dschx100v,100,,,sonycybershotdschx100v,,3030.0,,,,CMOS,sony
5f3ba61f3fd5b671b22009ee,5f3ba61f3fd5b671b22009ee,www.buzzillions.com,"hz30\,hz30w",30,,,samsunghz30hz30hz30w,4.0,15.0,,,,,samsung
5f3ba61f3fd5b671b2200a0d,5f3ba61f3fd5b671b2200a0d,www.buzzillions.com,s4000,4000,"173750 champagne\,nkns4000",nkns4000,nikoncoolpixs4000nkns4000,4.0,4.0,,,,,nikon
5f3ba61f3fd5b671b2200a22,5f3ba61f3fd5b671b2200a22,www.buzzillions.com,z340,340,,,polaroidz340z340z340,4.0,4.0,,,,CCD,polaroid
5f3ba61f3fd5b671b2200a23,5f3ba61f3fd5b671b2200a23,www.buzzillions.com,c813,813,"""147919 gray""\,""106532 gray""\,1327832",1327832,kodakeasysharec8131327832,5.0,3.0,,,,,kodak
5f3ba61f3fd5b671b2200a27,5f3ba61f3fd5b671b2200a27,www.buzzillions.com,stylus7010,7010,,,olympusstylus7010stylus7010,5.0,7.0,,,,,olympus
5f3ba61f3fd5b671b2200a2b,5f3ba61f3fd5b671b2200a2b,www.buzzillions.com,"appliance\,a1050",1050,"171806 red\,a1050",a1050,geappliancedigitala1050a1050cameradigitaldigital,,,,,,,ge
5f3ba61f3fd5b671b2200a2d,5f3ba61f3fd5b671b2200a2d,www.buzzillions.com,z990,990,,,kodakeasysharemaxz990,54.0,30.0,,,,,kodak
5f3ba61f3fd5b671b2200a3d,5f3ba61f3fd5b671b2200a3d,www.buzzillions.com,x70,70,"156760\,x70",x70,pentaxx70x70x70,6.25,24.0,,,,,pentax
5f3ba61f3fd5b671b2200a47,5f3ba61f3fd5b671b2200a47,www.buzzillions.com,sd940,940,"180129\,3640b001",3640b001,canonpowershotsd9403640b001sd940sd940,44.0,44.0,,,,,canon
5f3ba61f3fd5b671b2200a4e,5f3ba61f3fd5b671b2200a4e,www.buzzillions.com,dscwx9b,9,"211955 black\,dscwx9b",dscwx9b,sonycybershotdigitaldscwx9bdscwx9b,,5.0,,,,,sony
5f3ba61f3fd5b671b2200a5c,5f3ba61f3fd5b671b2200a5c,www.buzzillions.com,sh100,100,,,samsungsh100,5.0,55.0,,,,CCD,samsung
5f3ba61f3fd5b671b2200a61,5f3ba61f3fd5b671b2200a61,www.buzzillions.com,w60,60,"""155963""\,""153393""\,""17251""\,""xx17251""","""17251""\,""xx17251""",pentaxoptiow6017251w60w60xx17251,8.0,55.0,,,,,pentax
5f3ba61f3fd5b671b2200a64,5f3ba61f3fd5b671b2200a64,www.buzzillions.com,z710,710,"138457 gray\,1435981",1435981,kodakz7101435981,,,,,,,kodak
5f3ba61f3fd5b671b2200a6b,5f3ba61f3fd5b671b2200a6b,www.buzzillions.com,nx300,300,,,samsungnx300,,,,,,,samsung
5f3ba61f3fd5b671b2200a73,5f3ba61f3fd5b671b2200a73,www.buzzillions.com,volume1,1,m583purple,,kodakthelittlerascalsvolume1volume1,54.0,98.0,,,,,kodak
5f3ba61f3fd5b671b2200a7b,5f3ba61f3fd5b671b2200a7b,www.buzzillions.com,tg320,320,"""211973 blue""\,""219461 orange""\,228050\,""tg310slv""\,""tg310wht""\,""tg310blue""",228050,olympustg320228050,4.0,3.6,,,,CCD,olympus
5f3ba61f3fd5b671b2200a85,5f3ba61f3fd5b671b2200a85,www.buzzillions.com,epl3,3,,,olympusepl3,,3.0,,,,CMOS,olympus
5f3ba61f3fd5b671b2200a9f,5f3ba61f3fd5b671b2200a9f,www.buzzillions.com,sx150,150,"""233065 black""\,""244217""\,""013803140538""\,""canpssx150is""","""013803140538""\,""canpssx150is""",canonpowershotsx150013803140538canpssx150is,4.0,12.0,,,,CCD,canon
5f3ba61f3fd5b671b2200aae,5f3ba61f3fd5b671b2200aae,www.buzzillions.com,tl500,500,,,samsungtl500,,5.0,,,,,samsung
5f3ba61f3fd5b671b2200ab2,5f3ba61f3fd5b671b2200ab2,www.buzzillions.com,p7000,7000,,,nikoncoolpixp7000p7000p7000,44.0,7.17,,,,,nikon
5f3ba61f3fd5b671b2200ab6,5f3ba61f3fd5b671b2200ab6,www.buzzillions.com,d300s,300,,,nikond300s,,,,,,,nikon
5f3ba61f3fd5b671b2200abc,5f3ba61f3fd5b671b2200abc,www.buzzillions.com,k50,50,,,pentaxk50,,,,,,,pentax
5f3ba61f3fd5b671b2200ac0,5f3ba61f3fd5b671b2200ac0,www.buzzillions.com,dmcfh2k,2,,,panasoniclumixdmcfh2k,4.0,4.0,,,,,panasonic
5f3ba61f3fd5b671b2200ad6,5f3ba61f3fd5b671b2200ad6,www.buzzillions.com,x5,5,"180104\,x5bk",x5bk,geappliancex5x5x5x5bk,5.7,15.0,,,,,ge
5f3ba61f3fd5b671b2200ad8,5f3ba61f3fd5b671b2200ad8,www.buzzillions.com,k5,5-2,,,pentaxk5,,,,,,CMOS,pentax
5f3ba61f3fd5b671b2200b02,5f3ba61f3fd5b671b2200b02,www.buzzillions.com,"dmcfs25\,fs25",25,"177074 black\,pandmcfh20",pandmcfh20,panasoniclumixdmcfs25dmcfs25fs25pandmcfh20,44.0,5858.0,,,,,panasonic
5f3ba61f3fd5b671b2200b15,5f3ba61f3fd5b671b2200b15,www.buzzillions.com,dmcfz35k,35,,,panasoniclumixdmcfz35k,44.0,1818.0,,,,,panasonic
5f3ba61e3fd5b671b220080a,5f3ba61e3fd5b671b220080a,www.buzzillions.com,s6800,6800,"304528 red\,16303208014rb\,""fps6800blk""\,""fps6800red""\,""fps6800wht""",16303208014rb,fujifilmfinepixs680016303208014rb,2.0,30.0,,,,CMOS,fujifilm
5f3ba61e3fd5b671b220080c,5f3ba61e3fd5b671b220080c,www.buzzillions.com,"s8100fd\,5in1",8100,"""148787 black""\,""148790 black""\,""107227 black""\,""107229 black""\,""15822776""\,""15823706""\,""fps1000fd""\,""fps8100fd""","""15822776""\,""15823706""\,""fps1000fd""\,""fps8100fd""",fujifilmfinepixs8100fd1582277615823706fps1000fdfps8100fds8100fd5in1,,12181218.0,,,,,fujifilm
5f3ba61e3fd5b671b220080e,5f3ba61e3fd5b671b220080e,www.buzzillions.com,5260b009,5260-3,,,canon5260b009,,3.0,,,,CMOS,canon
5f3ba61e3fd5b671b2200810,5f3ba61e3fd5b671b2200810,www.buzzillions.com,g10,10,"147892\,canpsg10",canpsg10,canonpowershotg10canpsg10,44.0,55.0,,,,,canon
5f3ba61e3fd5b671b2200812,5f3ba61e3fd5b671b2200812,www.buzzillions.com,s80,80,,,nikoncoolpixs80,44.0,55.0,,,,,nikon
5f3ba61e3fd5b671b220081f,5f3ba61e3fd5b671b220081f,www.buzzillions.com,z915,915,"""163139 black""\,""166974 black""\,""2402655""\,""2402655xx""\,""z915blue""\,""z915blk""","""2402655""\,""2402655xx""",kodakz91524026552402655xxz915z915,5.0,10.0,,,,,kodak
5f3ba61e3fd5b671b2200826,5f3ba61e3fd5b671b2200826,www.buzzillions.com,sx1,1,"160415\,2664b001",2664b001,canonpowershotsx12664b001,44.0,2020.0,,,,,canon
5f3ba61e3fd5b671b220082a,5f3ba61e3fd5b671b220082a,www.buzzillions.com,zx1,1,"166976 black\,kdkzx1\,zx1pink",kdkzx1,kodakzx1kdkzx1zx1zx1,2.0,,,,,,kodak
5f3ba61e3fd5b671b2200830,5f3ba61e3fd5b671b2200830,www.buzzillions.com,"eos rebel\,eosrebel\,rebel xsi\,rebelxsi",,"""107918 black""\,""147249 black""\,""canrebelxsi""\,""canxsiblklenskit""","""canrebelxsi""\,""canxsiblklenskit""",canoneosrebelcanrebelxsicanxsiblklenskitrebelrebelxsi,,3.0,,,,,canon
5f3ba61e3fd5b671b2200836,5f3ba61e3fd5b671b2200836,www.buzzillions.com,m381,381,"168808 blue-gray\,kodakm381",kodakm381,kodakeasysharem381kodakm381,5.0,5.0,,,,,kodak
5f3ba61e3fd5b671b220083e,5f3ba61e3fd5b671b220083e,www.buzzillions.com,nkns70,70,"165331 champagne\,nkns70",nkns70,bareescentualstowelnkns70nkns70,44.0,5720.0,,,,,bare
5f3ba61e3fd5b671b220083f,5f3ba61e3fd5b671b220083f,www.buzzillions.com,hs10,10,fphs20,,fujifilmfinepixhs10,2.0,3030.0,,,,,fujifilm
5f3ba61e3fd5b671b220084c,5f3ba61e3fd5b671b220084c,www.buzzillions.com,s3000,3000,"173749 plum\,nkns3000",nkns3000,nikoncoolpixs3000nkns3000,4.0,4.0,,,,,nikon
5f3ba61e3fd5b671b2200858,5f3ba61e3fd5b671b2200858,www.buzzillions.com,"omnitech usb\,omnitechusb",,16941,,pentaxomnitechusb,,5.0,,,,,pentax
5f3ba61e3fd5b671b220085a,5f3ba61e3fd5b671b220085a,www.buzzillions.com,tl225,225,,,samsungtl225tl225tl225,55.0,544.6,,,,,samsung
5f3ba61e3fd5b671b2200877,5f3ba61e3fd5b671b2200877,www.buzzillions.com,xz1,1,"214726 black\,olyxz1",olyxz1,olympusxz1olyxz1,4.0,44.0,,,,,olympus
5f3ba61e3fd5b671b2200878,5f3ba61e3fd5b671b2200878,www.buzzillions.com,fe5010,5010,"153345 black\,olyfe5010",olyfe5010,olympusfe5010olyfe5010,4.0,55.0,,,,,olympus
5f3ba61e3fd5b671b220087a,5f3ba61e3fd5b671b220087a,www.buzzillions.com,a1300,1300,"244216\,013803146714",013803146714,canonpowershota1300013803146714,,5.0,,,,CCD,canon
5f3ba61e3fd5b671b220088e,5f3ba61e3fd5b671b220088e,www.buzzillions.com,dmcfh8,8,,,panasoniclumixdmcfh8,,5.0,,,,CCD,panasonic
5f3ba61e3fd5b671b2200892,5f3ba61e3fd5b671b2200892,www.buzzillions.com,tg630,630,,,olympustg630,,5.0,,,,CMOS,olympus
5f3ba61e3fd5b671b2200897,5f3ba61e3fd5b671b2200897,www.buzzillions.com,elph310,310,"233064 black\,canps310hs",canps310hs,canonpowershotelph310canps310hselph310,4.0,88.0,,,,CMOS,canon
5f3ba61e3fd5b671b22008ae,5f3ba61e3fd5b671b22008ae,www.buzzillions.com,dsctx55,55,,,sonydsctx55,,5.0,,,,CMOS,sony
5f3ba61e3fd5b671b22008b0,5f3ba61e3fd5b671b22008b0,www.buzzillions.com,z950,950,"163775 black\,z950",z950,kodakeasysharez950z950z950,5.0,10.0,,,,,kodak
5f3ba61e3fd5b671b22008c5,5f3ba61e3fd5b671b22008c5,www.buzzillions.com,m1033,1033,,,kodakeasysharem1033m1033m1033,5.0,3.0,,,,,kodak
5f3ba61e3fd5b671b22008d6,5f3ba61e3fd5b671b22008d6,www.buzzillions.com,d3100,3100,,,nikond3100,,3.0,,,,,nikon
5f3ba61e3fd5b671b22008d7,5f3ba61e3fd5b671b22008d7,www.buzzillions.com,f900exr,900,fpf900exrblk,,fujifilmfinepixf900exr,2.0,20.0,,,,CMOS,fujifilm
5f3ba61e3fd5b671b22008db,5f3ba61e3fd5b671b22008db,www.buzzillions.com,t3i,3,,,canoneosrebelt3i,,,,,,,canon
5f3ba61e3fd5b671b22008e1,5f3ba61e3fd5b671b22008e1,www.buzzillions.com,nex3,3,,,sonyalphanex3,,3.0,,,,CMOS,sony
5f3ba61e3fd5b671b22008e2,5f3ba61e3fd5b671b22008e2,www.buzzillions.com,stylus7030,7030,"183361 titanium\,olympusstylus7030",olympusstylus7030,olympusstylus7030olympusstylus7030stylus7030,5.0,77.0,,,,,olympus
5f3ba61e3fd5b671b22008e7,5f3ba61e3fd5b671b22008e7,www.buzzillions.com,rz10,10,,,pentaxoptiorz10rz10rz10,76.0,10.0,,,,,pentax
5f3ba61e3fd5b671b22008f9,5f3ba61e3fd5b671b22008f9,www.buzzillions.com,volume1,1,m583purple,,kodakthelittlerascalsvolume1volume1,54.0,98.0,,,,,kodak
5f3ba61e3fd5b671b2200900,5f3ba61e3fd5b671b2200900,www.buzzillions.com,boxes10,10,"215642 silver\,26262",26262,lxwxhstaplescorrugatedshippingboxes1026262boxes10,4.0,55.0,,,,,l
5f3ba61e3fd5b671b2200905,5f3ba61e3fd5b671b2200905,www.buzzillions.com,dmczs30,30,,,panasoniclumixdmczs30,,20.0,,,,CMOS,panasonic
5f3ba61e3fd5b671b220091b,5f3ba61e3fd5b671b220091b,www.buzzillions.com,a480,480,"160411 black\,3475b001",3475b001,canonpowershota4803475b001a480a480,44.0,,,,,,canon
5f3ba61e3fd5b671b220092d,5f3ba61e3fd5b671b220092d,www.buzzillions.com,dscwx9,9,"240554\,027242265202",027242265202,sonycybershotdscwx9027242265202,,5.0,,,,CMOS,sony
5f3ba61e3fd5b671b220092f,5f3ba61e3fd5b671b220092f,www.buzzillions.com,s95,95,"200333 black\,canpss95",canpss95,canonpowershots95canpss95,43.64,,,,,,canon
5f3ba61e3fd5b671b2200949,5f3ba61e3fd5b671b2200949,www.buzzillions.com,t2i,2,,,canoneosrebelt2it2it2i,,,,,,,canon
5f3ba61f3fd5b671b220095f,5f3ba61f3fd5b671b220095f,www.buzzillions.com,j10,10,"""148792 black""\,""107222 silver""\,""148786 silver""\,""107223 silver""\,""15822972""\,""15821356bs""\,""xxfpj10""\,""fpj50""\,""fpj10""\,15821277","""15822972""\,""15821356bs""\,""xxfpj10""\,""fpj50""\,""fpj10""",fujifilmfinepixj1015821356bs15822972fpj10fpj50xxfpj10,,53.0,,,,,fujifilm
5f3ba61f3fd5b671b2200967,5f3ba61f3fd5b671b2200967,www.buzzillions.com,t3,3,"""208327""\,""215223 black""\,""235778""\,""244219""\,""250528""\,""208325""\,""013803134254""\,""013803136340""\,""canrebelt3""\,""canrebelt3i""\,""canrebelt3i18135""","""013803134254""\,""013803136340""\,""canrebelt3""\,""canrebelt3i""\,""canrebelt3i18135""",canondigitalslreosrebelt3013803134254013803136340canrebelt3canrebelt3icanrebelt3i18135,,373.1,,,,,canon
5f3ba61f3fd5b671b2200968,5f3ba61f3fd5b671b2200968,www.buzzillions.com,550wp,550,"166987 black\,olystylus550wp\,""226710""\,""226760""",olystylus550wp,olympusstylus550wpolystylus550wp,55.1,33.0,,,,,olympus
5f3ba61f3fd5b671b2200992,5f3ba61f3fd5b671b2200992,www.buzzillions.com,dmcgh2,2,,,panasoniclumixdmcgh2,4.0,10.0,,,,,panasonic
5f3ba61f3fd5b671b2200994,5f3ba61f3fd5b671b2200994,www.buzzillions.com,a495,495,"174994 blue\,canpsa495",canpsa495,canonpowershota495a495a495canpsa495,4.0,3.33,,,,,canon
5f3ba61f3fd5b671b220099d,5f3ba61f3fd5b671b220099d,www.buzzillions.com,s3300,3300,"""182155""\,""211170""\,""211178""\,""211179""\,""211180""\,""211186""\,""211187""\,""211188""\,""211189""\,""211191""\,""211192""\,""211193""\,""211194""\,""211195""\,""238935""\,""238936""\,""238951""\,""250793""\,""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26211""\,""26301""\,""26311""\,""26681""\,""26691""\,""26770""\,""26851""\,""22021""\,""26601""\,""26611""\,""98201""\,""cps3300slvtru""","""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26211""\,""26301""\,""26311""\,""26681""\,""26691""\,""26770""\,""26851""",nikoncoolpixs33000182082631582203123241232512331123312234612358124301243112620126211263012631126681266912677026851,4.0,181866.0,,,,"[""CCD""\,""CMOS""]",nikon
5f3ba61f3fd5b671b22009b1,5f3ba61f3fd5b671b22009b1,www.buzzillions.com,sx200,200,"""154837""\,""160417 red""\,""160416 blue""\,""3510b001""\,""canpssx200isblack""\,""3511b001""","""3510b001""\,""canpssx200isblack""\,""3511b001""",canonpowershotsx2003510b0013511b001canpssx200is,44.0,1212.0,,,,,canon
5f3ba61f3fd5b671b22009c1,5f3ba61f3fd5b671b22009c1,www.buzzillions.com,sd1100,1100,"73406 silver\,canpssd1100is",canpssd1100is,canonpowershotsd1100canpssd1100is,4.0,3.0,,,,,canon
5f3ba61f3fd5b671b22009c2,5f3ba61f3fd5b671b22009c2,www.buzzillions.com,nex5n,5,,,sonyalphanex5n,,,,,,CMOS,sony
5f3ba61f3fd5b671b22009c5,5f3ba61f3fd5b671b22009c5,www.buzzillions.com,"hx5v\,dschx5v",5,,,sonycybershotdigitalcamerahx5vhx5vdschx5v,,1010.0,,,,,sony
5f3ba61f3fd5b671b22009c9,5f3ba61f3fd5b671b22009c9,www.buzzillions.com,s100,100,,,nikoncoolpixs100,4.0,5.0,,,,CMOS,nikon
5f3ba61f3fd5b671b22009dd,5f3ba61f3fd5b671b22009dd,www.buzzillions.com,s100,100,,,nikoncoolpixs100,4.0,5.0,,,,CMOS,nikon
5f3ba61f3fd5b671b22009e4,5f3ba61f3fd5b671b22009e4,www.buzzillions.com,a3100,3100,"174998 blue\,canpsa3100is",canpsa3100is,canonpowershota3100canpsa3100is,44.0,44.0,,,,,canon
5f3ba61f3fd5b671b22009eb,5f3ba61f3fd5b671b22009eb,www.buzzillions.com,70d,70,,,canoneos70d,,,,,,CMOS,canon
5f3ba61f3fd5b671b22009f0,5f3ba61f3fd5b671b22009f0,www.buzzillions.com,d5100,5100,,,nikond5100,,3.0,,,,CMOS,nikon
5f3ba61f3fd5b671b22009fe,5f3ba61f3fd5b671b22009fe,www.buzzillions.com,nikkor2191,2191,,,nikonnikkor2191nikkor2191,,5.0,,,,CMOS,nikon
5f3ba61f3fd5b671b2200a11,5f3ba61f3fd5b671b2200a11,www.buzzillions.com,dmcgx1,1,,,panasoniclumixdmcgx1,4.0,,,,,,panasonic
5f3ba61f3fd5b671b2200a15,5f3ba61f3fd5b671b2200a15,www.buzzillions.com,s80,80,,,nikoncoolpixs80,44.0,55.0,,,,,nikon
5f3ba61f3fd5b671b2200a18,5f3ba61f3fd5b671b2200a18,www.buzzillions.com,jx250,250,,,fujifilmfinepixjx250jx250jx250,6.76,5.0,,,,,fujifilm
5f3ba61f3fd5b671b2200a1b,5f3ba61f3fd5b671b2200a1b,www.buzzillions.com,dslra560,560,,,sonyalphadslra560,,3.0,,,,CMOS,sony
5f3ba61f3fd5b671b2200a26,5f3ba61f3fd5b671b2200a26,www.buzzillions.com,dmcsz7,7,,,panasoniclumixdmcsz7,,10.0,,,,,panasonic
5f3ba61f3fd5b671b2200a34,5f3ba61f3fd5b671b2200a34,www.buzzillions.com,f128,128,"""vf128-sil-tru""\,""vf128-rh-tru""\,""vf128-pnk-tru""\,""vf128-blue-tru""\,""840141""",,vivitarvivicamf128,,,,,,,vivitar
5f3ba61f3fd5b671b2200a40,5f3ba61f3fd5b671b2200a40,www.buzzillions.com,"a3000\,a3000is",3000,"""180144""\,""174996""\,""a3000""\,""xxcanpsa3000is""","""a3000""\,""xxcanpsa3000is""",canonpowershota3000a3000a3000isxxcanpsa3000is,4.0,4.0,,,,,canon
5f3ba61f3fd5b671b2200a43,5f3ba61f3fd5b671b2200a43,www.buzzillions.com,c195,195,,,kodakc195,,5.0,,,,,kodak
5f3ba61f3fd5b671b2200a4c,5f3ba61f3fd5b671b2200a4c,www.buzzillions.com,m893,893,"""147330 pink""\,""144881 silver 8.1 megapixels""\,m893is",m893is,kodakm893m893is,5.0,3.0,,,,,kodak
5f3ba61f3fd5b671b2200a53,5f3ba61f3fd5b671b2200a53,www.buzzillions.com,jv200,200,"215125\,16113550",16113550,fujifilmfinepixjv20016113550,,3.0,,,,,fujifilm
5f3ba61f3fd5b671b2200a57,5f3ba61f3fd5b671b2200a57,www.buzzillions.com,emp1,1,,,olympusemp1,,3.0,,,,CMOS,olympus
5f3ba61f3fd5b671b2200a67,5f3ba61f3fd5b671b2200a67,www.buzzillions.com,"sd870\,zs10",870,"62514\,canpssd870isblk",canpssd870isblk,canonpowershotsd870canpssd870isblksd870zs10,44.0,,,,,,canon
5f3ba61f3fd5b671b2200a75,5f3ba61f3fd5b671b2200a75,www.buzzillions.com,a495,495,"174994 blue\,canpsa495",canpsa495,canonpowershota495a495a495canpsa495,4.0,3.33,,,,,canon
5f3ba61f3fd5b671b2200a7a,5f3ba61f3fd5b671b2200a7a,www.buzzillions.com,sd940,940,"180129\,3640b001",3640b001,canonpowershotsd9403640b001sd940sd940,44.0,44.0,,,,,canon
5f3ba61f3fd5b671b2200a8a,5f3ba61f3fd5b671b2200a8a,www.buzzillions.com,dsct110,110,"77340\,fox2005819dd",fox2005819dd,sonycybershotdsct110fox2005819dd,,4.0,,,,,sony
5f3ba61f3fd5b671b2200a8b,5f3ba61f3fd5b671b2200a8b,www.buzzillions.com,d5200,5200,"""286853""\,""280886""\,""018208263776""\,""018208132867""","""018208263776""\,""018208132867""",nikond5200018208132867018208263776d5200d5200,4.0,6.0,,,,CMOS,nikon
5f3ba61f3fd5b671b2200a92,5f3ba61f3fd5b671b2200a92,www.buzzillions.com,ep2,2,,,olympusep2,,3.0,,,,,olympus
5f3ba61f3fd5b671b2200a94,5f3ba61f3fd5b671b2200a94,www.buzzillions.com,sd890,890,,,canonpowershotsd890sd890sd890,44.0,555.0,,,,,canon
5f3ba61f3fd5b671b2200a9e,5f3ba61f3fd5b671b2200a9e,www.buzzillions.com,l28,28,"280884\,018208263950\,cpl28redtru",018208263950,nikoncoolpixl28018208263950,,20.0,,,,CCD,nikon
5f3ba61f3fd5b671b2200aba,5f3ba61f3fd5b671b2200aba,www.buzzillions.com,m380,380,,,kodakm380,,5.0,,,,,kodak
5f3ba61f3fd5b671b2200ac1,5f3ba61f3fd5b671b2200ac1,www.buzzillions.com,p300,300,,,nikoncoolpixp300p300p300,,4.0,,,,,nikon
5f3ba61f3fd5b671b2200acc,5f3ba61f3fd5b671b2200acc,www.buzzillions.com,elph530,530,,,canonpowershotelph530elph530,4.0,1212.0,,,,CMOS,canon
5f3ba61f3fd5b671b2200ad7,5f3ba61f3fd5b671b2200ad7,www.buzzillions.com,a1000,1000,"147889 blue\,canpsa1000is",canpsa1000is,canonpowershota1000a1000a1000canpsa1000is,44.0,4.0,,,,,canon
5f3ba61f3fd5b671b2200ae7,5f3ba61f3fd5b671b2200ae7,www.buzzillions.com,v1003,1003,"""56604 gray""\,""106540 black""\,""8666661""\,""v10003""","""8666661""\,""v10003""",kodakeasysharev10038666661v10003,4.0,3.0,,,,,kodak
5f3ba61f3fd5b671b2200aec,5f3ba61f3fd5b671b2200aec,www.buzzillions.com,f50fd,50,"""107226 black""\,""180096""\,""16009307""\,""f50fd""","""16009307""\,""f50fd""",fujifilmfinepixf50fd16009307f50fdf50fd,88.2,3.0,,,,,fujifilm
5f3ba61f3fd5b671b2200aef,5f3ba61f3fd5b671b2200aef,www.buzzillions.com,"exfc150\,fc150",150,,,casioexfc150exfc150fc150,4.0,5.0,,,,,casio
5f3ba61f3fd5b671b2200afd,5f3ba61f3fd5b671b2200afd,www.buzzillions.com,d3100,3100,"""215637 black""\,""200334 black""\,""nknd3100""\,""25472""","""nknd3100""\,""25472""",nikond310025472d3100d3100nknd3100,,3.0,,,,,nikon
5f3ba61f3fd5b671b2200b1c,5f3ba61f3fd5b671b2200b1c,www.buzzillions.com,k5,5,"244941 black\,px14748",px14748,pentaxk5px14748,,,,,,,pentax
5f3ba61f3fd5b671b2200b37,5f3ba61f3fd5b671b2200b37,www.buzzillions.com,boxes10,10,"215642 silver\,26262",26262,lxwxhstaplescorrugatedshippingboxes1026262boxes10,4.0,55.0,,,,,l
5f3ba61f3fd5b671b2200b39,5f3ba61f3fd5b671b2200b39,www.buzzillions.com,vr320,320,"211975 black\,228125\,""228135""\,""228140""\,""228130""",228125,olympusvr320228125,,12.0,,,,,olympus
5f3ba61f3fd5b671b2200b3a,5f3ba61f3fd5b671b2200b3a,www.buzzillions.com,a3400,3400,"250530\,013803146516",013803146516,canonpowershota3400013803146516,4.0,5.0,,,,CCD,canon
5f3ba61e3fd5b671b2200804,5f3ba61e3fd5b671b2200804,www.buzzillions.com,slta99v,99,,,sonyslta99v,,,,,,CMOS,sony
5f3ba61e3fd5b671b220080b,5f3ba61e3fd5b671b220080b,www.buzzillions.com,j2,2,,,nikon1j2,,3.0,,,,CMOS,nikon
5f3ba61e3fd5b671b2200834,5f3ba61e3fd5b671b2200834,www.buzzillions.com,c1505,1505,,,kodakeasysharec1505,5.0,,,,,,kodak
