,key,source,famer_brand_list,famer_model_list,famer_product_name,digital zoom,famer_opticalzoom,optical zoom,sensor type,sensor_typ_2,weight,dimension,dimensions,display,zoom
19538,5f3ba61f3fd5b671b2200c33,www.pricedekho.com,nikon,l29,nikoncoolpixl29,,,,,CCD Sensor,,Dimensions\n3.8 x 2.34 x 1.14 Inches\nWeight\n160 gms,,Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 Dots\nVideo Display Resolution\n1280 x 720 pixels (HD),"Optical Zoom\n5x\nDigital Zoom\n4x
"
19539,5f3ba61f3fd5b671b2200c45,www.pricedekho.com,benq,ae100,benqae100,12x,,5x,CCD Sensor,,,,,,"
"
19540,5f3ba61f3fd5b671b2200c63,www.pricedekho.com,olympus,tg810,olympustg810,,,,CCD Sensor,,,,,,"
"
19541,5f3ba61f3fd5b671b2200c65,www.pricedekho.com,canon,elph150,canonelph150,,,,,CCD Sensor,,Dimensions\n3.74 x 2.24 x 0.94 Inches\nWeight\n142 gms,,"Screen Size\n2.7 Inches\nViewFinder\nPentamirror\, Built-in diopter adjustment (-3 to +1 m-)","Optical Zoom\n10x\nDigital Zoom\n4x
"
19542,5f3ba61f3fd5b671b2200c74,www.pricedekho.com,fujifilm,jx300,fujifilmfinepixjx300,6.7x,,5x,CCD Sensor,,113 gms,,110.1 x 60.3 x 30.7 mm,,"
"
19543,5f3ba61f3fd5b671b2200c7c,www.pricedekho.com,canon,700d,canoneos700d,,,,,CMOS Sensor,,Weight\n205 gms,,Screen Size\n3 Inches\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps,"Optical Zoom\n22x
"
19544,5f3ba61f3fd5b671b2200c8e,www.pricedekho.com,benq,gh600,benqgh600,12x,,21x,CCD Sensor,,,,,,"
"
19545,5f3ba61f3fd5b671b2200c99,www.pricedekho.com,olympus,xz1,olympusxz1,,,,,CCD Sensor,,Weight\n275 gms,,"Screen Size\n3 Inches\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 6\:6","Optical Zoom\n4x
"
19546,5f3ba61f3fd5b671b2200c9a,www.pricedekho.com,nikon,p7800,nikoncoolpixp7800,4x,,7.1x,CMOS Sensor,,399 gms,,4.67 x 3.05 x 1.98 Inches,,"
"
19547,5f3ba61f3fd5b671b2200c9c,www.pricedekho.com,nikon,s1200pj,nikons1200pj,4x,5.0,5x,CCD Sensor,,,,,,"
"
19548,5f3ba61f3fd5b671b2200ca5,www.pricedekho.com,samsung,nx,samsungnxmini,,,,,,,,,,"
"
19549,5f3ba61f3fd5b671b2200ca6,www.pricedekho.com,olympus,vg180,olympusstylusvg180,,,,,CCD Sensor,,Dimensions\n3.76 x 2.29 x 0.83 Inches\nWeight\n122 gms,,"Display Type\nTFT LCD\nScreen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 1\:1","Optical Zoom\n5x\nDigital Zoom\n4x
"
19550,5f3ba61f3fd5b671b2200ca7,www.pricedekho.com,canon,ixus220,canonixus220,,,,,CMOS Sensor,,Weight\n141 gms,,Screen Size\n2.7 Inches\nImage Display Resolution\n230000 dots\nVideo Display Resolution\n1280 x 720 pixels (HD) @ 30 fps x 2,"Optical Zoom\n5x\nDigital Zoom\n4.0
"
19551,5f3ba61f3fd5b671b2200ca9,www.pricedekho.com,fujifilm,s4000,fujifilmfinepixs4000,6.7x,30.0,30x,CCD Sensor,,,,,,"
"
19552,5f3ba61f3fd5b671b2200cb1,www.pricedekho.com,olympus,xz2,olympusstylusxz2,,,,,CMOS Sensor,,Dimensions\n4.45 x 2.57 x 1.89 Inches\nWeight\n346 gms,,"Display Type\nTiltable LCD Touchscreen\nScreen Size\n3 Inches\nImage Display Resolution\n920000 dots\nVideo Display Resolution\n1920 x 1080 pixels (Full HD) @ 30 fps\nSupported Aspect Ratio\n16\:9\, 3\:2\, 4\:3\, 6\:6","Optical Zoom\n4x\nDigital Zoom\n2x
"
19553,5f3ba61f3fd5b671b2200ccb,www.pricedekho.com,sony,hx200v,sonycybershotdschx200v,120x,30.0,30x,Exmor R CMOS Sensor,,,,,,"
"
19554,5f3ba61f3fd5b671b2200ccd,www.pricedekho.com,nikon,d7000,nikond7000,,,,CMOS Sensor,,690 gms,,5.2 x 4.06 x 3.03 Inches,,"
"
19555,5f3ba61f3fd5b671b2200cd4,www.pricedekho.com,nikon,d7000,nikond7000,,,,,,,,,,"
"
19556,5f3ba61f3fd5b671b2200ce5,www.pricedekho.com,nikon,s4150,nikoncoolpixs4150,4x,5.0,5x,CCD Sensor,,,,,,"
"
19557,5f3ba61f3fd5b671b2200ce8,www.pricedekho.com,nikon,s4300,nikoncoolpixs4300,4x,,Yes,CCD Sensor,,139 gms (with Battery & Memory Card),,3.76 x 2.32 x 0.82 Inches,,"
"
19558,5f3ba61f3fd5b671b2200cfa,www.pricedekho.com,canon,a2600,canonpowershota2600,4x,,5x,CCD Sensor,,135 gms,,3.85 x 2.2 x 0.78 Inches,,"
"
19559,5f3ba61f3fd5b671b2200d09,www.pricedekho.com,nikon,s9200,nikoncoolpixs9200,,,,,CMOS Sensor,,Dimensions\n4.28 x 2.35 x 1.2 Inches\nWeight\n209 gms,,"Display Type\nTFT LCD\nScreen Size\n3 Inches\nImage Display Resolution\n921000 dots\nSupported Aspect Ratio\n16\:09\nAdditional Display Features\nAnti-reflection Coating\, Wide Viewing Angle","Optical Zoom\n18x\nDigital Zoom\n4x
"
19560,5f3ba61f3fd5b671b2200d0d,www.pricedekho.com,olympus,em5,olympusomdem5,,,,Live MOS Sensor,,,,,,"
"
19561,5f3ba61f3fd5b671b2200d18,www.pricedekho.com,nikon,d3300,nikond3300,,,,,,,,,,"
"
