key,row_key,key,source,famer_brand_list,famer_model_list,famer_model_no_list,famer_keys,famer_product_name,famer_weight,famer_optical_zoom,famer_digital_zoom,famer_height,famer_width,famer_megapixels,famer_sensor,famer_mpn_list,famer_ean_list,model_no_list
5f3ba61f3fd5b671b2200a7f,331,5f3ba61f3fd5b671b2200a7f,www.buzzillions.com,fujifilm,xp100,100,fuj100,fujifilmfinepixxp100,,5.0,,,,14.0,CMOS,,,/
5f3ba61f3fd5b671b2200a98,332,5f3ba61f3fd5b671b2200a98,www.buzzillions.com,sony,nex3k,3,son3,sonyalphanex3k,,,,,,14.0,,,,/
5f3ba61f3fd5b671b2200aa2,333,5f3ba61f3fd5b671b2200aa2,www.buzzillions.com,samsung,st95,95,sam95,samsungst95st95st95,,5.0,5.0,,,16.0,CCD,,,/
5f3ba61f3fd5b671b2200aa9,334,5f3ba61f3fd5b671b2200aa9,www.buzzillions.com,nikon,d5200,5200,nik5200,nikond5200018208132867018208263776d5200d5200,,6.0,4.0,,,1624.0,CMOS,"""280886""\,""286853""\,""018208263776""\,""018208132867""","""018208263776""\,""018208132867""",/
5f3ba61f3fd5b671b2200ab1,335,5f3ba61f3fd5b671b2200ab1,www.buzzillions.com,sony,t99,99,son99,sonycybershotdigitalcamerat99,,4.0,,,,14.0,,,,/
5f3ba61f3fd5b671b2200ac4,336,5f3ba61f3fd5b671b2200ac4,www.buzzillions.com,casio,exz800,800,cas800,casioexilimexz800exz800exz800exz800yw,,4.0,6.0,,,14.0,,"202608\,exz800yw",exz800yw,/
5f3ba61f3fd5b671b2200adb,337,5f3ba61f3fd5b671b2200adb,www.buzzillions.com,olympus,sz12,12,oly12,olympussz12sz12sz12,,24.0,,,,14.0,CCD,v102081bu000,,/
5f3ba61f3fd5b671b2200ae2,338,5f3ba61f3fd5b671b2200ae2,www.buzzillions.com,nikon,d5100,5100,nik5100,nikond5100,,,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200ae4,339,5f3ba61f3fd5b671b2200ae4,www.buzzillions.com,casio,"exz550be\,exz550",550,cas550,casiowidelcdexz550beexz550beexz550,,4.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200ae6,340,5f3ba61f3fd5b671b2200ae6,www.buzzillions.com,ge,a1050,1050,ge1050,geappliancedigitalcameraa1050,,5.0,5.7,,,,,,,/
5f3ba61f3fd5b671b2200af5,341,5f3ba61f3fd5b671b2200af5,www.buzzillions.com,panasonic,dmcgf3,3,pan3,panasoniclumixdmcgf3,,3.0,,,,,CMOS,,,/
5f3ba61f3fd5b671b2200aff,342,5f3ba61f3fd5b671b2200aff,www.buzzillions.com,vivitar,v25,25,viv25,vivitarv25,,,,,,,,"186146 red\,v25\,v25-straw-tru",v25,/
5f3ba61f3fd5b671b2200b00,343,5f3ba61f3fd5b671b2200b00,www.buzzillions.com,sony,dslra550l,550,son550,sonydslra550l,,3.0,,,,14.0,,,,/
5f3ba61f3fd5b671b2200b06,344,5f3ba61f3fd5b671b2200b06,www.buzzillions.com,pentax,k2000,2000,pen2000,pentaxk200017311k2000k2000,,,,,,10.2,,"155017\,17311",17311,/
5f3ba61f3fd5b671b2200b13,345,5f3ba61f3fd5b671b2200b13,www.buzzillions.com,olympus,fe47,47,oly47,olympusfe47fe47fe47,,55.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200b2e,346,5f3ba61f3fd5b671b2200b2e,www.buzzillions.com,nikon,a,,nik,nikoncoolpixa,,,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b2200800,347,5f3ba61e3fd5b671b2200800,www.buzzillions.com,casio,exh10bk,10,cas10,casioexilimexh10bk,,1010.0,44.0,,,12.0,,,,/
5f3ba61e3fd5b671b2200818,348,5f3ba61e3fd5b671b2200818,www.buzzillions.com,canon,a2400,2400,can2400,canonpowershota2400618883b001,,55.0,4.0,,,16.0,CCD,"304011 black\,618883b001",618883b001,/
5f3ba61e3fd5b671b220082c,349,5f3ba61e3fd5b671b220082c,www.buzzillions.com,canon,510hs,510,can510,canonpowershotelph510hscanps510hs,,12.0,4.0,,,12.1,CMOS,"233063 black\,canps510hs",canps510hs,/
5f3ba61e3fd5b671b220082d,350,5f3ba61e3fd5b671b220082d,www.buzzillions.com,olympus,,,oly,olympusdigitalcamera,,4.0,4.0,,,14.0,CMOS,,,/
5f3ba61e3fd5b671b2200832,351,5f3ba61e3fd5b671b2200832,www.buzzillions.com,fujifilm,z800exr,800,fuj800,fujifilmfinepixz800exr,,5.0,44.4,,,12.0,,"195724 black\,z800exr",z800exr,/
5f3ba61e3fd5b671b2200835,352,5f3ba61e3fd5b671b2200835,www.buzzillions.com,canon,sx30,30,can30,canonpowershotsx30013803127348canpssx30is,,343535.0,44.0,,,14.0,,"""200329 black""\,""215216 black""\,""013803127348""\,""canpssx30is""","""013803127348""\,""canpssx30is""",/
5f3ba61e3fd5b671b2200844,353,5f3ba61e3fd5b671b2200844,www.buzzillions.com,olympus,"sp810uz\,optical",810,oly810,olympussp810uzopticalsp810uzcamera,,36.0,,,,14.0,CCD,,,/
5f3ba61e3fd5b671b220084d,354,5f3ba61e3fd5b671b220084d,www.buzzillions.com,panasonic,"dmczr1s\,zr1",1,pan1,panasoniclumixdmczr1sdmczr1szr1,,88.0,44.0,,,1412.1,,,,/
5f3ba61e3fd5b671b2200852,355,5f3ba61e3fd5b671b2200852,www.buzzillions.com,nikon,s6100,6100,nik6100,nikoncoolpixs61002626126269nkns4100,,7575.0,4.0,,,1614.0,,"""215641 plum""\,""215643 silver""\,""233214 red""\,""26261""\,""26269""\,""nkns4100""","""26261""\,""26269""\,""nkns4100""",/
5f3ba61e3fd5b671b2200860,356,5f3ba61e3fd5b671b2200860,www.buzzillions.com,sony,"dscs950\,shot10",950,son950,sonydscs950dscs950shot10,,,,,,,,,,/
5f3ba61e3fd5b671b220086b,357,5f3ba61e3fd5b671b220086b,www.buzzillions.com,samsung,nx1000,1000,sam1000,samsungsmartwirelssnx1000evnx1000babus,,,,,,20.0,CMOS,"287970\,evnx1000babus",evnx1000babus,/
5f3ba61e3fd5b671b220086f,358,5f3ba61e3fd5b671b220086f,www.buzzillions.com,nikon,v1,1,nik1,nikon1v1,,,,,,10.0,CMOS,,,/
5f3ba61e3fd5b671b2200870,359,5f3ba61e3fd5b671b2200870,www.buzzillions.com,pentax,k2000,2000,pen2000,pentaxk200017314,,3.0,,,,10.2,,"155020\,17314",17314,/
5f3ba61e3fd5b671b220088d,360,5f3ba61e3fd5b671b220088d,www.buzzillions.com,olympus,sz30mr,30,oly30,olympussz30mr,,2424.0,44.0,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b22008a1,361,5f3ba61e3fd5b671b22008a1,www.buzzillions.com,sparco,"foosball robot\,foosballrobot",,spa,sparcofoosballrobotvc5188vc5188blk,,,8.0,,,,,"""107783""\,""107784""\,""vc5188pink""\,""vc5188blk""","""vc5188pink""\,""vc5188blk""",/
5f3ba61e3fd5b671b22008c1,362,5f3ba61e3fd5b671b22008c1,www.buzzillions.com,samsung,sl30,30,sam30,samsungsl30sl30sl30,,3.0,,,,10.0,,,,/
5f3ba61e3fd5b671b22008cd,363,5f3ba61e3fd5b671b22008cd,www.buzzillions.com,nikon,l610,610,nik610,nikoncoolpixl610,,14.0,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b22008ce,364,5f3ba61e3fd5b671b22008ce,www.buzzillions.com,ge,e1035,1035,ge1035,geappliancee1035e1035e1035,,3.0,4.5,,,10.0,,"133428 silver\,e1035",e1035,/
5f3ba61e3fd5b671b22008f3,365,5f3ba61e3fd5b671b22008f3,www.buzzillions.com,samsung,pl120,120,sam120,samsungpl120ecpl120par015394dd,,5.0,,,,14.0,CCD,"""85770""\,""211839""\,""par015394dd""\,""ecpl120""\,ec-pl120zbpbus","""par015394dd""\,""ecpl120""",/
5f3ba61e3fd5b671b22008fc,366,5f3ba61e3fd5b671b22008fc,www.buzzillions.com,vtech,kidizoom,,vte,vtechkidizoomcamera1227503417761227008,,,,,,,,"""229308""\,""230324""\,""3417761227008""\,""122750""\,""80-106950""\,""80-122750""\,""80-122700""\,""80-106900""","""3417761227008""\,""122750""",/
5f3ba61e3fd5b671b2200902,367,5f3ba61e3fd5b671b2200902,www.buzzillions.com,sony,dsctx55,55,son55,sonydsctx55,,5.0,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b220090d,368,5f3ba61e3fd5b671b220090d,www.buzzillions.com,sony,dschx20v,20,son20,sonycybershotdschx20v027242846227,,20.0,,,,18.0,CMOS,"250802\,027242846227",027242846227,/
5f3ba61e3fd5b671b2200926,369,5f3ba61e3fd5b671b2200926,www.buzzillions.com,sony,dscw650,650,son650,sonycybershotdscw650027242844247027242844261,,5.0,,,,16.0,CCD,"""244225""\,""250520""\,""027242844261""\,""027242844247""","""027242844261""\,""027242844247""",/
5f3ba61e3fd5b671b220092e,370,5f3ba61e3fd5b671b220092e,www.buzzillions.com,sony,dschx50v,50,son50,sonycybershotdschx50v,,30.0,,,,20.0,CMOS,,,/
5f3ba61e3fd5b671b220094c,371,5f3ba61e3fd5b671b220094c,www.buzzillions.com,kodak,"slice lcd\,slicelcd\,slice picture\,slicepicture",,kod,kodakslicelcdlcdslicepicture,,5.0,5.0,,,14.0,,,,/
5f3ba61e3fd5b671b220094f,372,5f3ba61e3fd5b671b220094f,www.buzzillions.com,sony,dslra900,900,son900,sonydslra900,,,,,,,,,,/
5f3ba61f3fd5b671b2200959,373,5f3ba61f3fd5b671b2200959,www.buzzillions.com,canon,t4i,4,can4,canoneosrebelt4icant4ibody,,,,,,18.0,CMOS,"253346 black\,cant4ibody",cant4ibody,/
5f3ba61f3fd5b671b220096b,374,5f3ba61f3fd5b671b220096b,www.buzzillions.com,nikon,s3300,3300,nik3300,nikoncoolpixs33000182082631582203123241232512331123312234612358124301243112620126211263012631126681266912677026851,,181866.0,4.0,,,16.0,"[""CCD""\,""CMOS""]","""211179""\,""211180""\,""211186""\,""211187""\,""211188""\,""211189""\,""211191""\,""211192""\,""211193""\,""211194""\,""211195""\,""238935""\,""238936""\,""238951""\,""250793""\,""182155""\,""211170""\,""211178""\,""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26301""\,""26311""\,""26681""\,""26770""\,""26851""\,""26691""\,""26211""\,""22021""\,""26601""\,""26611""\,""98201""\,""cps3300slvtru""","""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26301""\,""26311""\,""26681""\,""26770""\,""26851""\,""26691""\,""26211""",/
5f3ba61f3fd5b671b2200981,375,5f3ba61f3fd5b671b2200981,www.buzzillions.com,panasonic,dmcg6,6,pan6,panasoniclumixdmcg6,,,,,,16.0,,,,/
5f3ba61f3fd5b671b2200999,376,5f3ba61f3fd5b671b2200999,www.buzzillions.com,nikon,d600,600,nik600,nikond600d600d600,,,,,,24.0,CMOS,,,/
5f3ba61f3fd5b671b220099e,377,5f3ba61f3fd5b671b220099e,www.buzzillions.com,sakar,concepts,,sak,sakardigitalconcepts,,,,,,,,"""59384-tru""\,""56384-tru""",,/
5f3ba61f3fd5b671b22009a2,378,5f3ba61f3fd5b671b22009a2,www.buzzillions.com,panasonic,dmcfp1s,1,pan1,panasoniclumixdmcfp1sdmcfp1sdmcfp1s,0.31,4.0,4.0,,,12.0,,,,/
5f3ba61f3fd5b671b22009c7,379,5f3ba61f3fd5b671b22009c7,www.buzzillions.com,pentax,a30,30,pen30,pentaxoptioa3019211,,,,,,,,"174921\,19211",19211,/
5f3ba61f3fd5b671b22009dc,380,5f3ba61f3fd5b671b22009dc,www.buzzillions.com,canon,sd990,990,can990,canonpowershotsd990canpssd990sd990sd990,,3.7,44.0,,,14.6,,"147894 black\,canpssd990",canpssd990,/
5f3ba61f3fd5b671b22009e3,381,5f3ba61f3fd5b671b22009e3,www.buzzillions.com,joseph,"and the\,andthe",,jos,josephandthecanps500hsuni20714dd,,,44.0,,,12.1,,"""208313 brown""\,""78123""\,""canps500hs""\,""uni20714dd""","""canps500hs""\,""uni20714dd""",/
5f3ba61f3fd5b671b22009e5,382,5f3ba61f3fd5b671b22009e5,www.buzzillions.com,sony,dschx100v,100,son100,sonycybershotdschx100v,,3030.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b22009ee,383,5f3ba61f3fd5b671b22009ee,www.buzzillions.com,samsung,"hz30\,hz30w",30,sam30,samsunghz30hz30hz30w,,15.0,4.0,,,12.0,,,,/
5f3ba61f3fd5b671b2200a0d,384,5f3ba61f3fd5b671b2200a0d,www.buzzillions.com,nikon,s4000,4000,nik4000,nikoncoolpixs4000nkns4000,,4.0,4.0,,,12.0,,"173750 champagne\,nkns4000",nkns4000,/
5f3ba61f3fd5b671b2200a22,385,5f3ba61f3fd5b671b2200a22,www.buzzillions.com,polaroid,z340,340,pol340,polaroidz340z340z340,,4.0,4.0,,,14.0,CCD,,,/
5f3ba61f3fd5b671b2200a23,386,5f3ba61f3fd5b671b2200a23,www.buzzillions.com,kodak,c813,813,kod813,kodakeasysharec8131327832,,3.0,5.0,,,8.0,,"""147919 gray""\,""106532 gray""\,1327832",1327832,/
5f3ba61f3fd5b671b2200a27,387,5f3ba61f3fd5b671b2200a27,www.buzzillions.com,olympus,stylus7010,7010,oly7010,olympusstylus7010stylus7010,,7.0,5.0,,,12.0,,,,/
5f3ba61f3fd5b671b2200a2b,388,5f3ba61f3fd5b671b2200a2b,www.buzzillions.com,ge,"appliance\,a1050",1050,ge1050,geappliancedigitala1050a1050cameradigitaldigital,,,,,,,,"171806 red\,a1050",a1050,/
5f3ba61f3fd5b671b2200a2d,389,5f3ba61f3fd5b671b2200a2d,www.buzzillions.com,kodak,z990,990,kod990,kodakeasysharemaxz990,,30.0,54.0,,,12.0,,,,/
5f3ba61f3fd5b671b2200a3d,390,5f3ba61f3fd5b671b2200a3d,www.buzzillions.com,pentax,x70,70,pen70,pentaxx70x70x70,,24.0,6.25,,,12.0,,"156760\,x70",x70,/
5f3ba61f3fd5b671b2200a47,391,5f3ba61f3fd5b671b2200a47,www.buzzillions.com,canon,sd940,940,can940,canonpowershotsd9403640b001sd940sd940,,44.0,44.0,,,,,"180129\,3640b001",3640b001,/
5f3ba61f3fd5b671b2200a4e,392,5f3ba61f3fd5b671b2200a4e,www.buzzillions.com,sony,dscwx9b,9,son9,sonycybershotdigitaldscwx9bdscwx9b,,5.0,,,,16.0,,"211955 black\,dscwx9b",dscwx9b,/
5f3ba61f3fd5b671b2200a5c,393,5f3ba61f3fd5b671b2200a5c,www.buzzillions.com,samsung,sh100,100,sam100,samsungsh100,,55.0,5.0,,,14.0,CCD,,,/
5f3ba61f3fd5b671b2200a61,394,5f3ba61f3fd5b671b2200a61,www.buzzillions.com,pentax,w60,60,pen60,pentaxoptiow6017251w60w60xx17251,,55.0,8.0,,,10.0,,"""155963""\,""153393""\,""17251""\,""xx17251""","""17251""\,""xx17251""",/
5f3ba61f3fd5b671b2200a64,395,5f3ba61f3fd5b671b2200a64,www.buzzillions.com,kodak,z710,710,kod710,kodakz7101435981,,,,,,,,"138457 gray\,1435981",1435981,/
5f3ba61f3fd5b671b2200a6b,396,5f3ba61f3fd5b671b2200a6b,www.buzzillions.com,samsung,nx300,300,sam300,samsungnx300,,,,,,20.0,,,,/
5f3ba61f3fd5b671b2200a73,397,5f3ba61f3fd5b671b2200a73,www.buzzillions.com,kodak,volume1,1,kod1,kodakthelittlerascalsvolume1volume1,,98.0,54.0,,,14.0,,m583purple,,/
5f3ba61f3fd5b671b2200a7b,398,5f3ba61f3fd5b671b2200a7b,www.buzzillions.com,olympus,tg320,320,oly320,olympustg320228050,,3.6,4.0,,,14.0,CCD,"""211973 blue""\,""219461 orange""\,228050\,""tg310slv""\,""tg310wht""\,""tg310blue""",228050,/
5f3ba61f3fd5b671b2200a85,399,5f3ba61f3fd5b671b2200a85,www.buzzillions.com,olympus,epl3,3,oly3,olympusepl3,,3.0,,,,12.0,CMOS,,,/
5f3ba61f3fd5b671b2200a9f,400,5f3ba61f3fd5b671b2200a9f,www.buzzillions.com,canon,sx150,150,can150,canonpowershotsx150013803140538canpssx150is,,12.0,4.0,,,14.0,CCD,"""233065 black""\,""244217""\,""013803140538""\,""canpssx150is""","""013803140538""\,""canpssx150is""",/
5f3ba61f3fd5b671b2200aae,401,5f3ba61f3fd5b671b2200aae,www.buzzillions.com,samsung,tl500,500,sam500,samsungtl500,,5.0,,,,10.0,,,,/
5f3ba61f3fd5b671b2200ab2,402,5f3ba61f3fd5b671b2200ab2,www.buzzillions.com,nikon,p7000,7000,nik7000,nikoncoolpixp7000p7000p7000,,7.17,44.0,,,10.0,,,,/
5f3ba61f3fd5b671b2200ab6,403,5f3ba61f3fd5b671b2200ab6,www.buzzillions.com,nikon,d300s,300,nik300,nikond300s,,,,,,12.0,,,,/
5f3ba61f3fd5b671b2200abc,404,5f3ba61f3fd5b671b2200abc,www.buzzillions.com,pentax,k50,50,pen50,pentaxk50,,,,,,16.0,,,,/
5f3ba61f3fd5b671b2200ac0,405,5f3ba61f3fd5b671b2200ac0,www.buzzillions.com,panasonic,dmcfh2k,2,pan2,panasoniclumixdmcfh2k,,4.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200ad6,406,5f3ba61f3fd5b671b2200ad6,www.buzzillions.com,ge,x5,5,ge5,geappliancex5x5x5x5bk,,15.0,5.7,,,,,"180104\,x5bk",x5bk,/
5f3ba61f3fd5b671b2200ad8,407,5f3ba61f3fd5b671b2200ad8,www.buzzillions.com,pentax,k5,5-2,pen5-2,pentaxk5,,,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200b02,408,5f3ba61f3fd5b671b2200b02,www.buzzillions.com,panasonic,"dmcfs25\,fs25",25,pan25,panasoniclumixdmcfs25dmcfs25fs25pandmcfh20,,5858.0,44.0,,,1412.0,,"177074 black\,pandmcfh20",pandmcfh20,/
5f3ba61f3fd5b671b2200b15,409,5f3ba61f3fd5b671b2200b15,www.buzzillions.com,panasonic,dmcfz35k,35,pan35,panasoniclumixdmcfz35k,,1818.0,44.0,,,12.1,,,,/
5f3ba61e3fd5b671b220080a,410,5f3ba61e3fd5b671b220080a,www.buzzillions.com,fujifilm,s6800,6800,fuj6800,fujifilmfinepixs680016303208014rb,,30.0,2.0,,,16.0,CMOS,"304528 red\,16303208014rb\,""fps6800blk""\,""fps6800red""\,""fps6800wht""",16303208014rb,/
5f3ba61e3fd5b671b220080c,411,5f3ba61e3fd5b671b220080c,www.buzzillions.com,fujifilm,"s8100fd\,5in1",8100,fuj8100,fujifilmfinepixs8100fd1582277615823706fps1000fdfps8100fds8100fd5in1,,12181218.0,,,,10.0,,"""148787 black""\,""148790 black""\,""107227 black""\,""107229 black""\,""15822776""\,""15823706""\,""fps1000fd""\,""fps8100fd""","""15822776""\,""15823706""\,""fps1000fd""\,""fps8100fd""",/
5f3ba61e3fd5b671b220080e,412,5f3ba61e3fd5b671b220080e,www.buzzillions.com,canon,5260b009,5260-3,can5260-3,canon5260b009,,3.0,,,,21.1,CMOS,,,/
5f3ba61e3fd5b671b2200810,413,5f3ba61e3fd5b671b2200810,www.buzzillions.com,canon,g10,10,can10,canonpowershotg10canpsg10,,55.0,44.0,,,14.0,,"147892\,canpsg10",canpsg10,/
5f3ba61e3fd5b671b2200812,414,5f3ba61e3fd5b671b2200812,www.buzzillions.com,nikon,s80,80,nik80,nikoncoolpixs80,,55.0,44.0,,,14.0,,,,/
5f3ba61e3fd5b671b220081f,415,5f3ba61e3fd5b671b220081f,www.buzzillions.com,kodak,z915,915,kod915,kodakz91524026552402655xxz915z915,,10.0,5.0,,,10.0,,"""163139 black""\,""166974 black""\,""2402655""\,""2402655xx""\,""z915blue""\,""z915blk""","""2402655""\,""2402655xx""",/
5f3ba61e3fd5b671b2200826,416,5f3ba61e3fd5b671b2200826,www.buzzillions.com,canon,sx1,1,can1,canonpowershotsx12664b001,,2020.0,44.0,,,10.0,,"160415\,2664b001",2664b001,/
5f3ba61e3fd5b671b220082a,417,5f3ba61e3fd5b671b220082a,www.buzzillions.com,kodak,zx1,1,kod1,kodakzx1kdkzx1zx1zx1,,,2.0,,,,,"166976 black\,kdkzx1\,zx1pink",kdkzx1,/
5f3ba61e3fd5b671b2200830,418,5f3ba61e3fd5b671b2200830,www.buzzillions.com,canon,"eos rebel\,eosrebel\,rebel xsi\,rebelxsi",,can,canoneosrebelcanrebelxsicanxsiblklenskitrebelrebelxsi,,3.0,,,,12.0,,"""107918 black""\,""147249 black""\,""canrebelxsi""\,""canxsiblklenskit""","""canrebelxsi""\,""canxsiblklenskit""",/
5f3ba61e3fd5b671b2200836,419,5f3ba61e3fd5b671b2200836,www.buzzillions.com,kodak,m381,381,kod381,kodakeasysharem381kodakm381,,5.0,5.0,,,12.0,,"168808 blue-gray\,kodakm381",kodakm381,/
5f3ba61e3fd5b671b220083e,420,5f3ba61e3fd5b671b220083e,www.buzzillions.com,bare,nkns70,70,bar70,bareescentualstowelnkns70nkns70,,5720.0,44.0,,,12.1,,"165331 champagne\,nkns70",nkns70,/
5f3ba61e3fd5b671b220083f,421,5f3ba61e3fd5b671b220083f,www.buzzillions.com,fujifilm,hs10,10,fuj10,fujifilmfinepixhs10,,3030.0,2.0,,,10.016,,fphs20,,/
5f3ba61e3fd5b671b220084c,422,5f3ba61e3fd5b671b220084c,www.buzzillions.com,nikon,s3000,3000,nik3000,nikoncoolpixs3000nkns3000,,4.0,4.0,,,12.0,,"173749 plum\,nkns3000",nkns3000,/
5f3ba61e3fd5b671b2200858,423,5f3ba61e3fd5b671b2200858,www.buzzillions.com,pentax,"omnitech usb\,omnitechusb",,pen,pentaxomnitechusb,,5.0,,,,14.0,,16941,,/
5f3ba61e3fd5b671b220085a,424,5f3ba61e3fd5b671b220085a,www.buzzillions.com,samsung,tl225,225,sam225,samsungtl225tl225tl225,,544.6,55.0,,,,,,,/
5f3ba61e3fd5b671b2200877,425,5f3ba61e3fd5b671b2200877,www.buzzillions.com,olympus,xz1,1,oly1,olympusxz1olyxz1,,44.0,4.0,,,10.0,,"214726 black\,olyxz1",olyxz1,/
5f3ba61e3fd5b671b2200878,426,5f3ba61e3fd5b671b2200878,www.buzzillions.com,olympus,fe5010,5010,oly5010,olympusfe5010olyfe5010,,55.0,4.0,,,12.0,,"153345 black\,olyfe5010",olyfe5010,/
5f3ba61e3fd5b671b220087a,427,5f3ba61e3fd5b671b220087a,www.buzzillions.com,canon,a1300,1300,can1300,canonpowershota1300013803146714,,5.0,,,,16.0,CCD,"244216\,013803146714",013803146714,/
5f3ba61e3fd5b671b220088e,428,5f3ba61e3fd5b671b220088e,www.buzzillions.com,panasonic,dmcfh8,8,pan8,panasoniclumixdmcfh8,,5.0,,,,16.0,CCD,,,/
5f3ba61e3fd5b671b2200892,429,5f3ba61e3fd5b671b2200892,www.buzzillions.com,olympus,tg630,630,oly630,olympustg630,,5.0,,,,12.0,CMOS,,,/
5f3ba61e3fd5b671b2200897,430,5f3ba61e3fd5b671b2200897,www.buzzillions.com,canon,elph310,310,can310,canonpowershotelph310canps310hselph310,,88.0,4.0,,,12.1,CMOS,"233064 black\,canps310hs",canps310hs,/
5f3ba61e3fd5b671b22008ae,431,5f3ba61e3fd5b671b22008ae,www.buzzillions.com,sony,dsctx55,55,son55,sonydsctx55,,5.0,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b22008b0,432,5f3ba61e3fd5b671b22008b0,www.buzzillions.com,kodak,z950,950,kod950,kodakeasysharez950z950z950,,10.0,5.0,,,12.0,,"163775 black\,z950",z950,/
5f3ba61e3fd5b671b22008c5,433,5f3ba61e3fd5b671b22008c5,www.buzzillions.com,kodak,m1033,1033,kod1033,kodakeasysharem1033m1033m1033,,3.0,5.0,,,10.0,,,,/
5f3ba61e3fd5b671b22008d6,434,5f3ba61e3fd5b671b22008d6,www.buzzillions.com,nikon,d3100,3100,nik3100,nikond3100,,3.0,,,,14.0,,,,/
5f3ba61e3fd5b671b22008d7,435,5f3ba61e3fd5b671b22008d7,www.buzzillions.com,fujifilm,f900exr,900,fuj900,fujifilmfinepixf900exr,,20.0,2.0,,,16.0,CMOS,fpf900exrblk,,/
5f3ba61e3fd5b671b22008db,436,5f3ba61e3fd5b671b22008db,www.buzzillions.com,canon,t3i,3,can3,canoneosrebelt3i,,,,,,18.0,,,,/
5f3ba61e3fd5b671b22008e1,437,5f3ba61e3fd5b671b22008e1,www.buzzillions.com,sony,nex3,3,son3,sonyalphanex3,,3.0,,,,1416.0,CMOS,,,/
5f3ba61e3fd5b671b22008e2,438,5f3ba61e3fd5b671b22008e2,www.buzzillions.com,olympus,stylus7030,7030,oly7030,olympusstylus7030olympusstylus7030stylus7030,,77.0,5.0,,,14.0,,"183361 titanium\,olympusstylus7030",olympusstylus7030,/
5f3ba61e3fd5b671b22008e7,439,5f3ba61e3fd5b671b22008e7,www.buzzillions.com,pentax,rz10,10,pen10,pentaxoptiorz10rz10rz10,,10.0,76.0,,,14.0,,,,/
5f3ba61e3fd5b671b22008f9,440,5f3ba61e3fd5b671b22008f9,www.buzzillions.com,kodak,volume1,1,kod1,kodakthelittlerascalsvolume1volume1,,98.0,54.0,,,14.0,,m583purple,,/
5f3ba61e3fd5b671b2200900,441,5f3ba61e3fd5b671b2200900,www.buzzillions.com,l,boxes10,10,l10,lxwxhstaplescorrugatedshippingboxes1026262boxes10,,55.0,4.0,,,14.0,,"215642 silver\,26262",26262,/
5f3ba61e3fd5b671b2200905,442,5f3ba61e3fd5b671b2200905,www.buzzillions.com,panasonic,dmczs30,30,pan30,panasoniclumixdmczs30,,20.0,,,,16.0,CMOS,,,/
5f3ba61e3fd5b671b220091b,443,5f3ba61e3fd5b671b220091b,www.buzzillions.com,canon,a480,480,can480,canonpowershota4803475b001a480a480,,,44.0,,,10.0,,"160411 black\,3475b001",3475b001,/
5f3ba61e3fd5b671b220092d,444,5f3ba61e3fd5b671b220092d,www.buzzillions.com,sony,dscwx9,9,son9,sonycybershotdscwx9027242265202,,5.0,,,,16.0,CMOS,"240554\,027242265202",027242265202,/
5f3ba61e3fd5b671b220092f,445,5f3ba61e3fd5b671b220092f,www.buzzillions.com,canon,s95,95,can95,canonpowershots95canpss95,,,43.64,,,10.0,,"200333 black\,canpss95",canpss95,/
5f3ba61e3fd5b671b2200949,446,5f3ba61e3fd5b671b2200949,www.buzzillions.com,canon,t2i,2,can2,canoneosrebelt2it2it2i,,,,,,18.0,,,,/
5f3ba61f3fd5b671b220095f,447,5f3ba61f3fd5b671b220095f,www.buzzillions.com,fujifilm,j10,10,fuj10,fujifilmfinepixj1015821356bs15822972fpj10fpj50xxfpj10,,53.0,,,,8.2,,"""148792 black""\,""107222 silver""\,""148786 silver""\,""107223 silver""\,""15822972""\,""15821356bs""\,""xxfpj10""\,""fpj50""\,""fpj10""\,15821277","""15822972""\,""15821356bs""\,""xxfpj10""\,""fpj50""\,""fpj10""",/
5f3ba61f3fd5b671b2200967,448,5f3ba61f3fd5b671b2200967,www.buzzillions.com,canon,t3,3,can3,canondigitalslreosrebelt3013803134254013803136340canrebelt3canrebelt3icanrebelt3i18135,,373.1,,,,1812.0,,"""208327""\,""215223 black""\,""235778""\,""244219""\,""250528""\,""208325""\,""013803134254""\,""013803136340""\,""canrebelt3""\,""canrebelt3i""\,""canrebelt3i18135""","""013803134254""\,""013803136340""\,""canrebelt3""\,""canrebelt3i""\,""canrebelt3i18135""",/
