key,source,props_number,props_artist,props_year,props_album,props_length,props_language,props_title,props_recId
58c007d09184900a77a29e75,1,017,Paul Beier,2000,"Bach, J.S.: Works for Lute, Volume 2",02:34,,"Suite in sol minore BWV 995 - Gigue (Bach, J.S.: Works for Lute, Volume 2)",7899
58c007d09184900a77a29e76,1,022,Sven-Ingvars,1991,Gamla fina låtar 3,03:32,,Det var dans bort i vägen  (Gamla fina låtar 3),8177
58c007d09184900a77a29e77,4,1,Loudeast,null,Funky Deep 'N' Tribal (2001),7m 1sec,Eng.,001-Lights Off,9168
58c007d09184900a77a29e78,2,13,,,Kicking Satan Out of Hell,null,English,Johnny Nightmare - The Gun in My Hand,8315
58c007d09184900a77a29e79,1,017,Thermals,2007,"Live [at the Echoplex - December 7th, 2007]",01:26,,"Everything Thermals (Livoe [at the Echoplex - December 7th, 2007])",8178
58c007d09184900a77a29e7a,1,0A4,Garçons Bouchers,1987,Les Garçons Bouchers,01:55,,Et (Les Garçons Bouchers),8654
58c007d09184900a77a29e7b,1,010,Matt Pryor,,May Day,01:54,,You Won't Get Any Blood From Me (May Day),8179
58c007d09184900a77a29e7c,3,19,Turtle Power Crew,'07,,n.a.,Spanish,Van a por nosotros - Aplasta tus gfaas de pasta,5720
58c007d09184900a77a29e7d,3,14,Macromassa,'97,,0.983,Spanish,Sesenta y nueve - Puerta Heliogàbal,8180
58c007d09184900a77a29e7e,4,1,Squallor,null,Cielo duro (1988),4m 17sec,mIta.,001-Attrazione anale,8995
58c007d09184900a77a29e7f,3,8,Heimat-Los,'06,,1.468,[Multiple languages],De vlag - La seconde nécessaire : 1983-1988,9707
58c007d09184900a77a29e80,4,1,Gerald Wilson Orchestra,null,In My Time (2005),10m 22sec,Eng.,001-Sax Chase,8181
58c007d09184900a77a29e81,3,16,Ramsey & Co.,unk.,,1.317,English,Love Call (Harvey's mix) - Global Underground 034: Felix da Housecat in Milan,8182
58c007d09184900a77a29e82,5,7,Magnolia Jazzband & Topsy Chapman,2008,Live at Oslo Concert Hall,497093,English,Fine and Mellow,9335
58c007d09184900a77a29e83,4,5,Killing Joke,null,"Live at the Forum, Part 2: 04-10-08 (2008)",4m 10sec,Eng.,005-The Wait,8183
58c007d09184900a77a29e84,3,4,John Canaan,,,5.65,English,Face to Face - Our Savior's Love,5577
58c007d09184900a77a29e85,4,12,Vinex,null,Dance Opera Cybertrip 6 (1996),6m 57sec,Eng.,012-Fly With Me,6925
58c007d09184900a77a29e86,2,54,,10,Project Echo,38,English,M. Whitwell - You are a sub-plot,8184
58c007d09184900a77a29e87,1,014,Deyampert feat. Clover,2007,Nu Jazz Anthology,05:09,,Held Him First (Nu Jazz Anthology),6418
58c007d09184900a77a29e88,4,2,Splitsville,null,Incorporated (unknown),unknown,unk.,002-Brink,8185
58c007d09184900a77a29e89,1,010,Crookers feat. Miike Snow,2010,Remedy,05:12,,Remedy (Numan remix),1111
58c007d09184900a77a29e8a,4,10,Built to Spill,2004,"2004-11-06: Pyramid Alehouse, Berkeley, CA, USA",unknown,Eng.,010-The Wait,730
58c007d09184900a77a29e8b,5,6,Ahkmed,,Chicxulub,269000,English,Chicken C,2785
58c007d09184900a77a29e8c,2,5,,04,Mein Portrait,204,Germa,Gaby Baginsky - Es kann mit 40 wie mitt 20 sein,8377
58c007d09184900a77a29e8d,5,9,Newsboys,,Going Public,131799,English,When You Called  My Name,5335
58c007d09184900a77a29e8e,1,009,Felix XL,2001,"Juice, Volume 6",03:31,,"Decks'n'Mics (Juice, Volume 6)",8186
58c007d09184900a77a29e8f,5,12,中河健 & 阿知波大輔,2009,Mana Khemia 2 ~Fall of Alchemy~ Alchemic Symphony,103920,English,"Ah, Disciplinarian of Sorrow",8187
58c007d09184900a77a29e90,3,9,Guten,'99,,3.867,German,Freundschaft - Alles Gute,8541
58c007d09184900a77a29e91,1,008,Infernal Kingdom,2008,United by the Black Flag,05:35,,Impious War By A Dark Side (United by the Black Flag),6742
58c007d09184900a77a29e92,3,3,Djam Karet,'10,,9.767,English,Consider Figure Three - The Heavy Soul Sessions,8188
58c007d09184900a77a29e93,2,5,,11,Beyond Good and Evil,196,English,PANIQ - INFURIATING CIRCUMSTANCES,8189
58c007d09184900a77a29e94,1,012,Helmut Qualtinger,,Die Qualtinger-Songs,02:37,,Old Blackie Blues (Die Qualtinger-Songs),1432
58c007d09184900a77a29e95,2,20,,13,GITADORA Original Soundtracks 2nd season,241,Japanese,ニケ featuring neko - Return of the throne（Long Ver.）,8190
58c007d09184900a77a29e96,4,3,Ludwig van Beethoven,null,The Symphonies (2000),5m 47sec,Eng.,"Symphony No. 3 in E-flat major, Op. 55 """"Sinfonia eroica"""": III. Scherzo: Allegro vivace",6408
58c007d09184900a77a29e97,2,2,,93,Hunang,216,Icelandic,Nýdönsk - Undirheimar,8191
58c007d09184900a77a29e98,1,002,NordenFra,2006,Vildesten brag,04:16,,Femmerne: Bremsen og fluen / Helmisbruden / Femspring / Stettelil / Agnete og havmanden (Vildesten brag),8192
58c007d09184900a77a29e99,5,9,The Night Terrors,2999,Back to Zero,430786,English,Righteous,4909
58c007d09184900a77a29e9a,3,1,Gorilla Aktiv,'05,,,,Mädchen in Weiss - Umsonst Ohne Risiko,2974
58c007d09184900a77a29e9b,1,005,Ryan Teague,2005,Six Preludes,04:52,,Prelude V (Six Preludes),8193
58c007d09184900a77a29e9c,5,13,null,1989,The Woodstock Revival Live,322000,Engliish,What You're Asking,8194
58c007d09184900a77a29e9d,3,9,King Crimson,,,,English,"Matte Kudasai - 1995-06-02: Orpheum Theatre, Boston, MA, USA",7159
58c007d09184900a77a29e9e,3,2,Johann Georg Leopold Mozart,,,1.933,German,Cassation ex G mit der Kindersymphonie: Menuetto - Klassik für Kinder,8195
58c007d09184900a77a29e9f,5,12,Intimidation One,,Fallen Heroes,,,U Know Who U R,3339
58c007d09184900a77a29ea0,1,011,Melchior Hala,,Edgar Allan Poe 14: Die längliche Kiste,03:17,,Kapitel 11 (Edgar Allan Poe 14: Die längliche Kiste),3498
58c007d09184900a77a29ea1,5,12,Ogreishh Organism,,偽者の時間,,English,"They, Indifferent",8196
58c007d09184900a77a29ea2,4,2,,null,SONIC RUSH ADVENTURE Original Sound Track (2007),1m 36sec,Eng.,002-002,8197
58c007d09184900a77a29ea3,1,006,Scribe Machine,,Replicant,02:01,,Slow Wave Sleep (Replicant),9046
58c007d09184900a77a29ea4,1,014,Skee-Lo,2013,Alle 40 Goed 90's Volume 2,03:03,,I Wish (Alle 40 Goed 90'ss Volume 2),8198
58c007d09184900a77a29ea5,4,21,Pater Godehard Joppich & Choralschola der Benediktinerabtei Munsterschwarzach,null,Gregorianische Gesange (1997),0m 37sec,Ger.,021-Pater noster und Embolismus,8199
58c007d09184900a77a29ea6,4,5,Zegunder,null,"Intelligent Toys, Vol. II (2004)",4m 22sec,Eng.,005-Caterpillar,5686
58c007d09184900a77a29ea7,4,9,The Vad Vuc,null,La parata dei secondi (2009),4m 29sec,Ita.,009-Petali e foglie,8200
58c007d09184900a77a29ea8,2,2,,01,Bliss (disc 2),330,English,Muse - Hyper Chondriac Music,1462
58c007d09184900a77a29ea9,2,15,,05,Simply Reggae,242,English,The Ethiopians - The The,9350
58c007d09184900a77a29eaa,1,0A3,Butts Band,1973, Butts Band,04:54,,Sweet Danger (Butts Band),8201
58c007d09184900a77a29eab,3,8,Savourna Stevenon,'94,,1.776,English,"Modestine - Tusitala, teller of tales",9039
58c007d09184900a77a29eac,1,007,Universal Being,1996,Jupiter,06:23,,Bundi-Strata (Jupiter),9585
58c007d09184900a77a29ead,1,003,P.I.D.,1988,Here,04:29,,What Is His Name (Here We Are),8202
58c007d09184900a77a29eae,5,4,Kenneth & The Knutters,1997,Bästa!,224000,Swedish,Lalala Love,8203
58c007d09184900a77a29eaf,3,45,Who.Is,'10,,1.2,English,We.Are - A State of Trance: Year Mix 2010,6695
58c007d09184900a77a29eb0,2,13,,n.a.,Ao Vivo,208,Portuguese,Os Travessos - Quero Te Ver Feliz,8770
58c007d09184900a77a29eb1,3,13,Drone,'95,,5.5,English,D. - Hello,8204
58c007d09184900a77a29eb2,3,6,Brown,,,3.75,English,September Song - Hollywood Palladium 1954-55 #6,2180
58c007d09184900a77a29eb3,3,1,Johann Sebastian Bach,'02,,1.514,English,"Invention 1 in C major, BWV 772 - The Two and Three Part Inventions",8205
58c007d09184900a77a29eb4,5,9,Annorkoth,2011,Silent Woods,,English,Transilvanian Hunger,8206
58c007d09184900a77a29eb5,1,004,金門王與李炳輝,1997,流浪到淡水,03:07,,晚頭仔水蛙 (流浪到淡水),8207
58c007d09184900a77a29eb6,4,4,Georgia Anne Muldrow,null,Early (2009),5m 28sec,Eng.,004-Break You Down,8208
58c007d09184900a77a29eb7,3,10,Fabrizio De André,'78,,2.999,Italian,Folaghe - Rimini,8209
58c007d09184900a77a29eb8,4,3,,null,Grace and Charm (2005),3m 56sec,Chi.,003-,3861
58c007d09184900a77a29eb9,2,E4,,,Golden Sounds From the Classics,261,English,"Sir William Gilbert & Sir Arthur Sullivan - A Wand'ring Minstrel I, From """"The Mikado""""",162
58c007d09184900a77a29eba,5,9,Dilek Budak,2003,Yine Vurdu Aşk,232000,Turkish,Yine Vurdu Aşk,5337
58c007d09184900a77a29ebb,3,12,Alex Metric & Jacques Lu Cont feat. Malin,'13,,4.083,Englsh,Safe With You (Henry Krinkle remix) - Ministry of Sound: Chilled House Classics,8210
58c007d09184900a77a29ebc,3,9,Mike RowIland,,,7.65,English,When Angels Come - The Best of Mike Rowland,3418
58c007d09184900a77a29ebd,1,003,Eddy Arnold,2003,Legends of the Old West,03:04,,Cattle Call (Legends of xthe Old West),8211
58c007d09184900a77a29ebe,2,5,,65,Early Morning Rain,138,English,Ian & Sylvia - Marlborough Street Blues,455
58c007d09184900a77a29ebf,4,8,Fritz Kreisler,null,Mercury Living Presence: The Collector's Edition (CDs 3140) (unknown),3m 42sec,unknown,008-Chanson Louis XIII and Pavane,8212
58c007d09184900a77a29ec0,1,001,Bhai Ravinder Singh Ji,1997,Asa Di War,31:33,,Asa Di War - Part 1,9224
58c007d09184900a77a29ec1,1,007,Nicole,,Passion Spirit,05:15,,Black Mountain (Passion Spirit),8213
58c007d09184900a77a29ec2,5,2,Flamingo Star,2009,East Volume Lotus - Mixed by Ping,220000,English,Make My Day,8686
58c007d09184900a77a29ec3,3,13,Joseph Aldenzee,,,0.1,English,The Circle Dance - North European Folk Music,8214
58c007d09184900a77a29ec4,4, 9,Bright Eyes,null,[A Christmas Album] (2002),3m 55sec,Eng.,009-Silver Bells,9831
58c007d09184900a77a29ec5,4,2,Mindless Sinner,null,Turn on the Power (2003),3m 40sec,Eng.,002-I'm Gonna (Have Some Fun),8215
58c007d09184900a77a29ec6,1,010,Nil Bernardes,2000,Totalmente Pokémon: A música do seu desenho predileto!,03:36,unk.,garotas Duas perfeitas (Totalmente Pokémon: A música do seu desenho predileto!),8216
58c007d09184900a77a29ec7,2,19,,02,The Complete Classic Sides Remastered - Disc C,204,null,Blind Lemon Jefferson - Hangman's Blues,7761
58c007d09184900a77a29ec8,3,3,Beck,'08,,2.711,English,"American Wasteland (Mickeyy P. remix of """"Devil's Haircut"""") - Odelay",8217
58c007d09184900a77a29ec9,4,1,,null,WAKU WAKU (1983),3m 4sec,Jap.,001-,5501
58c007d09184900a77a29eca,1,014,Usher,2010,Raymond v. Raymond,03:36,,Making Love (Into the Night) (Raymond v. Raymond),6996
58c007d09184900a77a29ecb,3,20,Frederic-Rzewski,'93,,0.633,English,Variation 19 - The People United Will Never Be Defeated! (36 Variations on a Chilean Song),8218
58c007d09184900a77a29ecc,2,42,,,Resident Evil 1,77,English,上田雅美 - Tyrant Breaking Loose,9593
58c007d09184900a77a29ecd,1,011,Walls Have Ears,1991,Von Reitern und Königen,05:36,,Hunde (Von Reitern und Königen),8219
58c007d09184900a77a29ece,2,1,,13,Red Razorr,334,,Red Razor - Alive,5980
58c007d09184900a77a29ecf,5,4,Joanie Sommers,1962,Let's Talk About Love,151000,English,I'm Nobody's Baby,8220
58c007d09184900a77a29ed0,3,10,Louis Bertignac et les Visiteurs,'90,,5.342,French,Je ne veux plus t'attendre - Rocks,4232
58c007d09184900a77a29ed1,3,16,Georg Friedrich Händel,'04,,0.378,German,"Belsazar: Act III. Recitativo """"Suche nun eilig"""" (Cyrus) - The Masterworks",8221
58c007d09184900a77a29ed2,3,3,Sam Pilafian & friends,'91,,4.765,English,If I Only Had A Brain - Travelin' Light,8051
58c007d09184900a77a29ed3,4,13,Susan Leahy,null,Nailing the Job Interview (2007),1m 11sec,Eng.,"013-Key Point 10 If They Ask You for Water, Say """"Yes""""",8222
58c007d09184900a77a29ed4,5,17,Charles-François Gounod,1998,"Roméo et Juliette (Chœr et Orchestre du Capitole de Toulouse, feat. conductor: Michel Plasson, singers: Alagna, Gheorgiu, van Dam)",903533,null,"Roméo et Juliette: Acte V. """"O ma femme! Oma bien-aimée!"""" (Roméo)",8223
58c007d09184900a77a29ed5,4,8,Per Tjernberg,null,Don't Stop (unknown),3m 26sec,Eng.,008-Funk Off,8224
58c007d09184900a77a29ed6,4,1,Blues Trottoir,null,Frenchy People (1999),3m 2sec,Fre.,001-Un soir de pluie,8225
58c007d09184900a77a29ed7,5,6,דודו טסה,2010,אחרי לילה של רעש,351000,Hebrew,יותר ברור,2092
58c007d09184900a77a29ed8,3,5,Last Harbour,'10,,2.658,English,All Of My Triumphs Are Written In Your Hand - Vol,1374
58c007d09184900a77a29ed9,3,2,Zo,'09,,5.767,Spanish,Nada - AOL: Dejando huellas,8226
58c007d09184900a77a29eda,5,4,Blaudzun,2008,Blaudzun,160253,Englishh,Black Thread,4712
58c007d09184900a77a29edb,4,3,Sagittarian Burners,null,Immediate Action (2001),5m 27sec,Eng,003-Role Reversal Interlude,3821
58c007d09184900a77a29edc,5,211,Lisa Burns,,"Drones, Drums & Hits",6000,English,Harp Gliss Opening,8227
58c007d09184900a77a29edd,3,3,B’z,'92,,4.183,,OH!GIRL - B'z TV Style SONGLESS VERSION,4921
58c007d09184900a77a29ede,4,3,The Residents,null,The King & Eye: RMX (2004),3m 6sec,Eng.,003-Jailhouse Rock,8228
58c007d09184900a77a29edf,3,1,Mirror Image,,,3.583,English,Rockin Around the ChristmasTree - Yuletide Disco,8229
58c007d09184900a77a29ee0,5,1,Scott Joplin,1997,,275000,English,Original Rags,4313
58c007d09184900a77a29ee1,2,6,,5,Venus im Pelz (feat. narrators: Bela B. Felsenheimer & Catherine Flemming),522,German,Leopold von Sacher-Masoch - Venus im Pelz 06,8230
58c007d09184900a77a29ee2,2,38,,94,CD Zooming,32,English,Garth Brooks - That Summer,9798
58c007d09184900a77a29ee3,3,6,Пётр Ильич Чайковский,'02,,1.542,German,"Tanz der Schwäne (aus """"Schwanensee"""") - Sommernachttstraum",3532
58c007d09184900a77a29ee4,3,9,Madness,,,4.967,nEglish,Our House - Best of the 80's,1928
58c007d09184900a77a29ee5,3,1,Funeral for a Friend,'09,,3.667,English,10.45 Amsterdam Conversations - Your History Is Mine: 2002-2009,8231
58c007d09184900a77a29ee6,2,8,,03,Godsend,272,English,Will Kimbrough - Too Beautiful,9621
58c007d09184900a77a29ee7,1,003,Silos,2001,Laser Beam Next Door,02:55,,Sangre Y Lagrimas (Laser Beam Next Door),8232
58c007d09184900a77a29ee8,4,1,Sukh Knight,null,Jewel Thief / Flyer Manz (2010),unknown,Eng.,001-Jewel Thief,155
58c007d09184900a77a29ee9,1,008,Symbiosis,,Wedard / Symbiosis,06:38,,Still Alone in the Path of Life (Wedard / Symbiosis),8233
58c007d09184900a77a29eea,3,6,Unheilig,'10,,12.367,German,"Der Graf liest """"Dornröschen"""" - Grosse Freiheit (Winteredition)",8234
58c007d09184900a77a29eeb,3,7,Camel,'94,,5.181,English,Lies - On the Road 1982,8235
58c007d09184900a77a29eec,5,9,Abram,2004,Necrópolis,,Spanish,21 gramos,5525
58c007d09184900a77a29eed,3,2,Jackie Leven,,,5.116,English,Last of the Badmen - Gothic Road,4805
58c007d09184900a77a29eee,2,4,,09,The Best of Country,128,English,Webb Pierce - In the Jailhouse Now,8236
58c007d09184900a77a29eef,5,12,Al Green,1984,Compact Command Performances: 14 Greatest Hits,228800,English,Take Me to the River,5632
58c007d09184900a77a29ef0,5,5,Keith Mansfield,,Music for Summer,155000,English,Beach Barbeque,8237
58c007d09184900a77a29ef1,5,3,Celly Cel,,Heat 4 Yo Azz,269000,,What Am I Supposed To Do,9599
58c007d09184900a77a29ef2,3,5,Wmoan,'02,,4.572,English,Innocent - Music Is My...,8238
58c007d09184900a77a29ef3,5,4,Pistols Of Dawn,,Anchor and The Noose [EP],269440,English,Destroy All Night,1142
58c007d09184900a77a29ef4,2,12,,11,Silent Star,194,English,Bernward Koch - Ice Flowers,2809
58c007d09184900a77a29ef5,2,18,,99,"Modern 80's: The Best of Discopop, Volume 2",312,English,Michael Cretu - Samurai (Did You Ever Dream),1288
58c007d09184900a77a29ef6,3,9,Batlik,'05,,3.167,Fqrench,L'autoroute - Assis là,8239
58c007d09184900a77a29ef7,1,001,Stefano Tucci,201 0,Electronic Adventure Music Scores,0505,,Bru Sleeps (Electronic Adventure Music Scores),1127
58c007d09184900a77a29ef8,3,3,Britney Spears,,,3.385,English,Stronger - MTV Select,647
58c007d09184900a77a29ef9,2,2,,13,Surpass EclipsSe,512,English,Sun Worship - Eclipse,9034
58c007d09184900a77a29efa,4,8,Bud Shank,null,Simply Sax (2008),5m 39sec,Eng.,Never-008 Never Land,2090
58c007d09184900a77a29efb,1,012,Catch,1998,"Pop & Wave, Volume 1: The Hits From the Fantastic 80's",06:39,,"25 Years (original 12"""" mix) (Pop & Wave, Volume 1: The Hits From the Fantastic 80's)",6767
58c007d09184900a77a29efc,5,6,Randy Newman,,The Natural,127093,English,Meom,716
58c007d09184900a77a29efd,1,005,Los Gatos,1969,Rock de la mujer perdida,05:53,,de carbón (Rock de la mujer perdida),8240
58c007d09184900a77a29efe,2,8,,01,All Over It,175,English,Lynn Marie - Heart and Soul,8241
58c007d09184900a77a29eff,3,12,Nirvana,,,4.894,English,"Where Did You Sleep Last Night? - 1993-11-18: Performance: MTV Unplugged, Sony Studios, New York City, NY, USA",8242
58c007d09184900a77a29f00,4,10,Jacques Dutronc,null,"L'Integrale, Vol. V : En public  (1992)",3m 12sec,Fre.,010-L'Arsene,8243
58c007d09184900a77a29f01,2,3,,,The Nutcracker: Complete Ballet Music,146,English,"П. ильич Чайковский - Th Nutcracker: A. I, SCENE  March",7827
58c007d09184900a77a29f02,2,10,,99,ECW Extreme Music,132,English,Monster Magnet - Kick Out the Jams,8244
58c007d09184900a77a29f03,4,6,Pettybone,null,"Rock Sound: 100% Volume, #155 (2011)",3m 1sec,Eng.,006-Pettybone,9885
58c007d09184900a77a29f04,4,8, ,null,Tsiganes : Le chant des Roma... (1999),5m 43sec,unknown,008-Bulgarska oro,4929
58c007d09184900a77a29f05,2,2,,94,Keine Macht den Faschisten,165,German,Abfallsozialprodukt - Papst,8791
58c007d09184900a77a29f06,4,1,Nite People,null,P.M. (1970),unknown,eng.,001-P.M.,8245
58c007d09184900a77a29f07,5,18,Urmas Alender,2000,"Kogutud teosed: Esimene osa, 1968–1980",236000,Estonian,Ööpäev,4719
58c007d09184900a77a29f08,2,7,,,Dança do mar,349,Portuguese,Francisco Mário - Tempestade (7º movimento),8246
58c007d09184900a77a29f09,5,34,Keith Mansfield,1982,Historical Perspective,,English,Historical Perspective (d),4164
58c007d09184900a77a29f0a,4,15,Dusan Rapos,null,Love Songs (unknown),4m 22sec,Eng.,014-Angela (full mix),8247
58c007d09184900a77a29f0b,3,2,Jessica Hernandez & The Deltas,,,3.0,English,Caught Up - Demons,1834
58c007d09184900a77a29f0c,2,4,,72,Hol That Plane!,257,English,Buddy Guy - My Time After Awhile,7263
58c007d09184900a77a29f0d,2,2,,,Knock Knock! Who's There?,223,English,Moustache of Insanity - Cheese and Freckles,420
58c007d09184900a77a29f0e,3,1,Squallor,'88,,4.283,Italian,Attrazione anale - Cielo duro,8995
58c007d09184900a77a29f0f,1,002,Erik Erik Arnaud,2002,Comment je vis,03:12,,Devenir folle (Comment je vis),559
58c007d09184900a77a29f10,2,7,,,March of the Tyrant,368,English,Majesty - Another Won,1969
58c007d09184900a77a29f11,5,9,Alboth!,,Amor Fati,180320,,Runo Ericsson Part 3,8248
58c007d09184900a77a29f12,3,14,Simply Red,'03,,3.45,English,"Sunrise - The Dome, Volume 26",6326
58c007d09184900a77a29f13,3,4,Matthew Florianz,'06,,7.322,unknown,Spiegel - Niemandsland,4926
58c007d09184900a77a29f14,2,13,,,Schangsongs und anners Zeich,303,German,Waldschrat - Wos ham mir fier a Welt,7156
58c007d09184900a77a29f15,3,1,Klein & M.B.O.,'82,Dirt Talk,11.083,English,Dirty Talk (U.S.A. Connection),1121
58c007d09184900a77a29f16,2,6,,12,"Dievo žirgai, laimės ratai",null,Lithuanian,Spanxti - Aš pas savo giminėlę,8249
58c007d09184900a77a29f17,5,8,Death Cab for Cjutie,,2005-08-30: KEXP  Live,,EEnglish,Interview 4,1412
58c007d09184900a77a29f18,1,001,Mikko Siltala & Pasi Vainionperä,2010,Sielussani hiljaisuus,04:13,,Sielussani hiljaisuus,8250
58c007d09184900a77a29f19,2,4,,94,Pop Art Toasters,126,English,Pop Art Toasters - Go Ahead,4922
58c007d09184900a77a29f1a,2,51,,,"Hits, Volume 1",3,English,Robert Wear - Shutdown Hit (full mix),8298
58c007d09184900a77a29f1b,5,7,Trans-Siberian,,The Christmas Attic,388906,English,The Three Kings & I,8251
58c007d09184900a77a29f1c,3,2,Antidote,'03,,7.842,English,"Vedrasonic - Time and Space, Part 1",8252
58c007d09184900a77a29f1d,3,9,Someone Still Loves You Boris Yeltsin,'09,,,English,"House Fire - 2009-07-29: Barnstormer 1: Riverhouse Barn, Coon Rapids, IA, USA",6245
58c007d09184900a77a29f1e,5,8,スピッツ,2000,スピッツ,224000,Japanese,死神の岬へ,7756
58c007d09184900a77a29f1f,4,8,eritech,null,"F**K 'em All, Vol. II (2008)",unknown,Eng.,009-Adventum Rebellionus,8253
58c007d09184900a77a29f20,5,,Robert Schumann,2004,Dichtersliefde,91560,[Multiple languages],Im wunderschönen Monat Mai,8254
58c007d09184900a77a29f21,4,15,Candido,null,Salsoul 30th (2005),9m 3sec,Eng.,015-Thousand Finger Man,6918
58c007d09184900a77a29f22,4,5,Fuel,null,Essential Trance 2 (2000),7m 33sec,Eng.,005-Communication,8255
58c007d09184900a77a29f23,4,4,The Outside Agency,null,The Outside Agency (1996),4m 58sec,Eng.,004-Hoembass,2927
58c007d09184900a77a29f24,2,9,,94,Should'a Seen Her Comin',210,English,RickTippe - Love Don't Get Better,8256
58c007d09184900a77a29f25,4,5,Intermission feat. Grey & Frost,null,Trance Nation 16 (2003),3m 38sec,Eng.,005-Piece of My Heart,9014
58c007d09184900a77a29f26,2,4,,,Alterations and Repairs,null,English,Buddy - Blindsides,735
58c007d09184900a77a29f27,5,11,S-Max,2001,StreetleNvel Surrealizm E.P.,,English,[untitled],9678
58c007d09184900a77a29f28,5,10,Anastacia,2014,Fussball WM - Die Party Hits 2014,199760,[Multiple languages],Boom,8257
58c007d09184900a77a29f29,5,3,BoSoGa,2011,Recollective,219000,English,Swanky Whilst You Sleep,8258
58c007d09184900a77a29f2a,2,15,,91,"35 Jaar Nederlandstalige hits uit de Top 40, Deel 2",176,Dutch,Sandra & Andres - Als het om de liefde gaat,6676
58c007d09184900a77a29f2b,5,10,Tinu Heiniger,2004,Am See,305733,"""German, Swiss""",Matter,6999
58c007d09184900a77a29f2c,1,009,Doctor Blocher,1993,Free Fall Chicken Factory,06:11,,Fred friss oder stirb (Free Fall Chicken Factory),4507
58c007d09184900a77a29f2d,2,2,,99,Alley Cats,257,English,Gene Harris - Magic Lady,8259
58c007d09184900a77a29f2e,5,1,Bastards on Parade,2009,"The Celtic Punk Sampler, Volume XIV: Spain",92000,Spanish,Pipes and Drunx,8260
58c007d09184900a77a29f2f,1,003,Boris,2005,Pink,02:38,,スクリーンの女 (Pink),4787
58c007d09184900a77a29f30,4,2,Frank Goosen,null,Pink Moon (2005),14m 57sec,Ger.,"002-Als ich nach Hause kam, sah ich Renz",9368
58c007d09184900a77a29f31,5,5,The German Jazz Masters,2000,Old Friends,420093,German,Trans Tanz,8261
58c007d09184900a77a29f32,1,014,Still Remains,2009,The Serpetn,02:49,,I Could Never Be Your Lover (The Serpent),8262
58c007d09184900a77a29f33,1,002,George Washingmachine & Ian Date,,The Dee Why Sessions,05:28,,Minor Blues (The Dee Why Sessions),8263
58c007d09184900a77a29f34,1,0A1,Depeche Mode,1993,Songs of Faith and Devotion,00:00,,I Feel You (Songs of Faith and Devotion),8264
58c007d09184900a77a29f35,2,2,,01,Ocean of Emotion (The Mixes),479,Englis,DJ Session One - Ocean of Emotion (Munsta Music club mix),1236
58c007d09184900a77a29f36,4,6,N.EX.T,null,Guilty Gear XX #Reload OST (unknown),3m 13sec,uunknown,006-Get Out of My Way (May's Theme),8265
58c007d09184900a77a29f37,3,3,Branford Marsalis Quartet,'09,,5.283,English,Jabberwocky - Metamorphosen,8266
58c007d09184900a77a29f38,2,1,,89,Ein deutsches Requiem (Royal Philharmonic Orchestra feat. conductor: André Previn),711,English,"Johannes Brahms - Ein deutsches Requiem Op. 45: I Selig sind, die da Leid tragen",8267
58c007d09184900a77a29f39,3,6,Boom Boom Room,,,4.343,English,Lisa's Eyes - Stretch,2681
58c007d09184900a77a29f3a,1,001,Shadows,2004,The Final Tour,00:35,,Apache (intro) (The Final Tour),1013
58c007d09184900a77a29f3b,3,9,Conway Twitty,'87,,2.81,English,I've Already Loved You in My Mind - The Very Best of Cdonway Twitty,8537
58c007d09184900a77a29f3c,1,010,Pasión Vea,,La Reina del Pay-Pay,04:22,,Perdóname hermano (La Reina del Pay-Pay),8268
58c007d09184900a77a29f3d,4,26,Descendents,null,Somery (1991),3m 3sec,Eng.,026-Cameage,9345
58c007d09184900a77a29f3e,3,5,Blank & Jones,'05,,4.0,English,"Revealed (Søren Weile remix) - Tunnel Trance Force, Volume 35",8269
58c007d09184900a77a29f3f,4,2,amber gris,null,  (2010),4m 48sec,Jap.,002-over flow girl's sick,3483
58c007d09184900a77a29f40,1,014,Terminal Illness,2001,Sons of Medusa,04:19,,Airborn (Sons of Medusa),8270
58c007d09184900a77a29f41,3,4,Merle Haggard,'99,,2.817,English,I Take a Lot of Pride in What I Am - Steve Austin's Stone Cold Country,8595
58c007d09184900a77a29f42,1,005,Mank,2004,Meridian,04:45,,Daybreak (Meridian),1517
58c007d09184900a77a29f43,5,3,Detlef,2004,Tu izliecies par sevi,169200,[Multiple languages],Maziet parunāt,4590
58c007d09184900a77a29f44,3,13,Slipknot,,,,English,"Wait and Bleed - 2002-08-25: Reading, UK",8271
58c007d09184900a77a29f45,5,5,Andrew Eigel,,545: Five Songs for Five Bucks,171280,English,Uplift,8272
58c007d09184900a77a29f46,3,13,Forte Escape,'08,,1.233,English,Tutorial Qno.2 - S4 League Original Sound Track - Vivace,6116
58c007d09184900a77a29f47,4,1,The Male Nurse,null,Magic Circle in the Sky (unknown),unknown,Eng.,001-Magic Circle in the Sky,8273
58c007d09184900a77a29f48,2,15,,,Mastermix Classic Cuts 96: Rare and Collectables,232,English,Staton Candi - Suspicious Minds,6300
58c007d09184900a77a29f49,4,8,Shredhead,nul l,Playmobeel (1994),3m 42sec,Eng.,008-Tha Swamp Thang,4329
58c007d09184900a77a29f4a,1,002,Ain Soph,2002,Rituals,05:36,,unknown,8274
58c007d09184900a77a29f4b,5,4,Javier Calamaro,2001,Iluminado,258000,Spanish,Tu poder sobre mí,6451
